scope,membership,model,protocol,kind,scenes,teachers,nearest_ADE,hit64_0p25,hit16_0p25,mass64_0p25,hit64_0p5,hit16_0p5,mass64_0p5,hit64_1p0,hit16_1p0,mass64_1p0,weighted_nearest_ADE,weighted_hit64_0p25,weighted_hit16_0p25,weighted_mass64_0p25,weighted_hit64_0p5,weighted_hit16_0p5,weighted_mass64_0p5,weighted_hit64_1p0,weighted_hit16_1p0,weighted_mass64_1p0
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,ALL,724,724,1.0943576570867835,0.0,0.0,0.0,0.0,0.0,0.0,0.3839779005524862,0.13156077348066297,0.009387948895027625,1.0943576570867835,0.0,0.0,0.0,0.0,0.0,0.0,0.3839779005524862,0.13156077348066297,0.009387948895027625
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,GT,724,724,1.0943576570867835,0.0,0.0,0.0,0.0,0.0,0.0,0.3839779005524862,0.13156077348066297,0.009387948895027625,1.0943576570867835,0.0,0.0,0.0,0.0,0.0,0.0,0.3839779005524862,0.13156077348066297,0.009387948895027625
OLD1000,PSI_TRAIN,official_il,eval,ALL,835,1290,1.042388596296489,0.2093812375249501,0.19396207584830338,0.10758171157684632,0.269061876247505,0.26302395209580837,0.22671843812375247,0.3964071856287425,0.383183632734531,0.34338510479041917,0.9667369481823045,0.25856287193869404,0.23980538671066662,0.13438809730536388,0.3254490995835401,0.31865269154488685,0.2761021679200366,0.4563473034761623,0.4432934099328732,0.40037518405037636
OLD1000,PSI_TRAIN,official_il,eval,GT,328,328,0.1829305249834206,0.7865853658536586,0.7362804878048781,0.4254954268292683,0.9451219512195121,0.9314024390243902,0.8279344512195121,0.9969512195121951,0.9954268292682927,0.981469131097561,0.1829305249834206,0.7865853658536586,0.7362804878048781,0.4254954268292683,0.9451219512195121,0.9314024390243902,0.8279344512195121,0.9969512195121951,0.9954268292682927,0.981469131097561
OLD1000,PSI_TRAIN,official_il,eval,NON_GT,767,962,1.276198306034721,0.03737505432420686,0.02906345067362016,0.0091875814863103,0.07692307692307693,0.07235984354628422,0.05119377444589309,0.22251195132551066,0.20730117340286833,0.16302694480660582,1.262421020065013,0.03937418504364332,0.030573663550685252,0.009647979113276965,0.08070404153448352,0.07614080815769081,0.0534529822855469,0.2347457624165611,0.21939374129573244,0.1710346720783669
OLD1000,PSI_TRAIN,official_il,native_grpo,ALL,835,1290,1.159964440325777,0.0,0.0,0.0,0.0005988023952095808,0.0001497005988023952,9.3562874251497e-06,0.3568862275449102,0.17420159680638725,0.014695608782435131,1.1333956248032118,0.0,0.0,0.0,0.0008383233390168516,0.0002095808347542129,1.3098802172138306e-05,0.40982035726844196,0.20637724372798097,0.017626309718847454
OLD1000,PSI_TRAIN,official_il,native_grpo,GT,328,328,0.8534659966826439,0.0,0.0,0.0,0.003048780487804878,0.0007621951219512195,4.763719512195122e-05,0.926829268292683,0.5236280487804879,0.046636814024390245,0.8534659966826439,0.0,0.0,0.0,0.003048780487804878,0.0007621951219512195,4.763719512195122e-05,0.926829268292683,0.5236280487804879,0.046636814024390245
OLD1000,PSI_TRAIN,official_il,native_grpo,NON_GT,767,962,1.2378058046529936,0.0,0.0,0.0,0.0,0.0,0.0,0.18883094306823117,0.07132768361581922,0.0054188396349413295,1.2310510714486183,0.0,0.0,0.0,0.0,0.0,0.0,0.1977183830473849,0.07542372861150969,0.005721357547237284
OLD1000,PSI_TRAIN,original_grpo_11970,eval,ALL,835,1290,1.0443620727804606,0.061277445109780435,0.05184630738522954,0.01937999001996008,0.21017964071856288,0.1967065868263473,0.1348802395209581,0.42734530938123755,0.4158682634730539,0.3587574850299401,0.9818733196950958,0.07742514881545198,0.06628742432166003,0.02546407151409609,0.25892215363993615,0.24088323110056495,0.16617795483761294,0.4864670639623425,0.4751347273142038,0.4168020178089866
OLD1000,PSI_TRAIN,original_grpo_11970,eval,GT,328,328,0.3941821894131419,0.24390243902439024,0.21189024390243902,0.08317454268292683,0.7804878048780488,0.7309451219512195,0.514719893292683,0.9817073170731707,0.9778963414634146,0.946360518292683,0.3941821894131419,0.24390243902439024,0.21189024390243902,0.08317454268292683,0.7804878048780488,0.7309451219512195,0.514719893292683,0.9817073170731707,0.9778963414634146,0.946360518292683
OLD1000,PSI_TRAIN,original_grpo_11970,eval,NON_GT,767,962,1.231640692465153,0.009126466753585397,0.006192959582790091,0.0018741851368970013,0.046284224250325946,0.041612342459800084,0.026639232942199047,0.25662755323772274,0.24386136462407643,0.18194874511082137,1.2205369471920826,0.009387222931002701,0.006453715760207394,0.0019719687034284897,0.04902216415206332,0.0431877443812195,0.027198093189254424,0.2684485004653831,0.2555410685369835,0.19130846599573476
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,835,1290,1.1291717173096663,0.0,0.0,0.0,0.0,0.0,0.0,0.3560878243512974,0.15364271457085832,0.012571731536926149,1.10424237486845,0.0,0.0,0.0,0.0,0.0,0.0,0.4061676630716838,0.1808682619989989,0.015010291784667147
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,328,328,0.878313326435845,0.0,0.0,0.0,0.0,0.0,0.0,0.8780487804878049,0.44664634146341464,0.038443216463414635,0.878313326435845,0.0,0.0,0.0,0.0,0.0,0.0,0.8780487804878049,0.44664634146341464,0.038443216463414635
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,767,962,1.2000471278150824,0.0,0.0,0.0,0.0,0.0,0.0,0.20360712733594089,0.0710560625814863,0.005367910691003911,1.1943138980026196,0.0,0.0,0.0,0.0,0.0,0.0,0.21114732715576848,0.07405475866064098,0.005585886561099289
OLD1000,PSI_TRAIN,psi_sft,eval,ALL,835,1290,0.9339928219239869,0.16307385229540916,0.13258483033932136,0.043987025948103796,0.275249500998004,0.25633732534930137,0.17122317864271455,0.5035928143712575,0.47050898203592817,0.36629241516966066,0.8667235615546118,0.20041915995632104,0.16491017784187179,0.05626403376025087,0.3299999979441751,0.3095359252152329,0.20837574646010726,0.5650898185318816,0.5319910146786782,0.4251019803768102
OLD1000,PSI_TRAIN,psi_sft,eval,GT,328,328,0.28133756324376274,0.5853658536585366,0.49085365853658536,0.17125571646341464,0.899390243902439,0.8597560975609756,0.5935594512195121,0.9847560975609756,0.9763719512195121,0.9291158536585366,0.28133756324376274,0.5853658536585366,0.49085365853658536,0.17125571646341464,0.899390243902439,0.8597560975609756,0.5935594512195121,0.9847560975609756,0.9763719512195121,0.9291158536585366
OLD1000,PSI_TRAIN,psi_sft,eval,NON_GT,767,962,1.1298202066214798,0.03737505432420686,0.026292916123424596,0.006943312690134725,0.09561060408518035,0.08349630595393306,0.05023291503694046,0.3428943937418514,0.30758365927857456,0.19841577031725338,1.117636225194788,0.04015645357589523,0.028813559197695657,0.008140482347230324,0.10039113409516087,0.08816818751132473,0.05353752428282057,0.3580834417175283,0.32270208536374057,0.2099932768549697
OLD1000,PSI_TRAIN,psi_sft,native_grpo,ALL,835,1290,1.1806876133302016,0.0,0.0,0.0,0.0,0.0,0.0,0.2473053892215569,0.08517964071856288,0.00596619261477046,1.1579494891766302,0.0,0.0,0.0,0.0,0.0,0.0,0.2846107770582873,0.100044909360523,0.0070377993425298595
OLD1000,PSI_TRAIN,psi_sft,native_grpo,GT,328,328,0.9620776016537737,0.0,0.0,0.0,0.0,0.0,0.0,0.6402439024390244,0.24161585365853658,0.017339939024390245,0.9620776016537737,0.0,0.0,0.0,0.0,0.0,0.0,0.6402439024390244,0.24161585365853658,0.017339939024390245
OLD1000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,767,962,1.2451928735090203,0.0,0.0,0.0,0.0,0.0,0.0,0.13124728378965667,0.04090612777053455,0.002811277705345502,1.2405170117549822,0.0,0.0,0.0,0.0,0.0,0.0,0.1365058668822322,0.04279661007623784,0.0029375814799962484
OLD1000,PSI_VALIDATION,official_il,eval,ALL,165,165,0.5254461667980208,0.37575757575757573,0.31363636363636366,0.15426136363636364,0.6242424242424243,0.5848484848484848,0.4119318181818182,0.8727272727272727,0.8575757575757575,0.787594696969697,0.5254461667980208,0.37575757575757573,0.31363636363636366,0.15426136363636364,0.6242424242424243,0.5848484848484848,0.4119318181818182,0.8727272727272727,0.8575757575757575,0.787594696969697
OLD1000,PSI_VALIDATION,official_il,eval,GT,165,165,0.5254461667980208,0.37575757575757573,0.31363636363636366,0.15426136363636364,0.6242424242424243,0.5848484848484848,0.4119318181818182,0.8727272727272727,0.8575757575757575,0.787594696969697,0.5254461667980208,0.37575757575757573,0.31363636363636366,0.15426136363636364,0.6242424242424243,0.5848484848484848,0.4119318181818182,0.8727272727272727,0.8575757575757575,0.787594696969697
OLD1000,PSI_VALIDATION,official_il,native_grpo,ALL,165,165,1.0103820313106884,0.0,0.0,0.0,0.0,0.0,0.0,0.6848484848484848,0.3424242424242424,0.02821969696969697,1.0103820313106884,0.0,0.0,0.0,0.0,0.0,0.0,0.6848484848484848,0.3424242424242424,0.02821969696969697
OLD1000,PSI_VALIDATION,official_il,native_grpo,GT,165,165,1.0103820313106884,0.0,0.0,0.0,0.0,0.0,0.0,0.6848484848484848,0.3424242424242424,0.02821969696969697,1.0103820313106884,0.0,0.0,0.0,0.0,0.0,0.0,0.6848484848484848,0.3424242424242424,0.02821969696969697
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,ALL,165,165,0.7240563368706993,0.15151515151515152,0.11515151515151516,0.04696969696969697,0.34545454545454546,0.31212121212121213,0.21837121212121213,0.793939393939394,0.7560606060606061,0.6673295454545455,0.7240563368706993,0.15151515151515152,0.11515151515151516,0.04696969696969697,0.34545454545454546,0.31212121212121213,0.21837121212121213,0.793939393939394,0.7560606060606061,0.6673295454545455
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,GT,165,165,0.7240563368706993,0.15151515151515152,0.11515151515151516,0.04696969696969697,0.34545454545454546,0.31212121212121213,0.21837121212121213,0.793939393939394,0.7560606060606061,0.6673295454545455,0.7240563368706993,0.15151515151515152,0.11515151515151516,0.04696969696969697,0.34545454545454546,0.31212121212121213,0.21837121212121213,0.793939393939394,0.7560606060606061,0.6673295454545455
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,165,165,1.0507706168926123,0.0,0.0,0.0,0.0,0.0,0.0,0.5757575757575758,0.2590909090909091,0.02130681818181818,1.0507706168926123,0.0,0.0,0.0,0.0,0.0,0.0,0.5757575757575758,0.2590909090909091,0.02130681818181818
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,165,165,1.0507706168926123,0.0,0.0,0.0,0.0,0.0,0.0,0.5757575757575758,0.2590909090909091,0.02130681818181818,1.0507706168926123,0.0,0.0,0.0,0.0,0.0,0.0,0.5757575757575758,0.2590909090909091,0.02130681818181818
OLD1000,PSI_VALIDATION,psi_sft,eval,ALL,165,165,0.6122572904734901,0.20606060606060606,0.1606060606060606,0.038825757575757576,0.5333333333333333,0.4393939393939394,0.23229166666666667,0.8727272727272727,0.8303030303030303,0.6677083333333333,0.6122572904734901,0.20606060606060606,0.1606060606060606,0.038825757575757576,0.5333333333333333,0.4393939393939394,0.23229166666666667,0.8727272727272727,0.8303030303030303,0.6677083333333333
OLD1000,PSI_VALIDATION,psi_sft,eval,GT,165,165,0.6122572904734901,0.20606060606060606,0.1606060606060606,0.038825757575757576,0.5333333333333333,0.4393939393939394,0.23229166666666667,0.8727272727272727,0.8303030303030303,0.6677083333333333,0.6122572904734901,0.20606060606060606,0.1606060606060606,0.038825757575757576,0.5333333333333333,0.4393939393939394,0.23229166666666667,0.8727272727272727,0.8303030303030303,0.6677083333333333
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,ALL,165,165,1.1276392019156254,0.0,0.0,0.0,0.0,0.0,0.0,0.38181818181818183,0.12121212121212122,0.008428030303030304,1.1276392019156254,0.0,0.0,0.0,0.0,0.0,0.0,0.38181818181818183,0.12121212121212122,0.008428030303030304
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,GT,165,165,1.1276392019156254,0.0,0.0,0.0,0.0,0.0,0.0,0.38181818181818183,0.12121212121212122,0.008428030303030304,1.1276392019156254,0.0,0.0,0.0,0.0,0.0,0.0,0.38181818181818183,0.12121212121212122,0.008428030303030304
