scope,command,model,protocol,scenes,pairwise_ADE,pairwise_ADE64,centroid_displacement,feasible_rate,mean_PDMS,min_PDMS,max_PDMS,CVaR25_PDMS,Spread_AUC,hard_failure_rate,zero_score_rate,std_PDMS,no_safe_group,best_safe_PDMS,Hit16,GT_center_distance
NEW4000,right,official_il,eval,458,0.14263454974551715,0.14266794804467384,0.0,0.8797079694323144,86.32736252837114,80.72520716446054,89.5256996091456,82.80147562961507,0.11662533120394535,0.07386053493449782,0.07386053493449782,3.356939553483929,0.08842794759825327,94.42596180320395,0.24890829694323144,0.36279708559423207
NEW4000,right,official_il,native_grpo,458,1.9876728760623514,1.9866611179305997,0.0,0.6979735262008734,69.02953128875473,25.264270139980056,95.29770451878403,38.20528116553061,1.5892373945515228,0.1982464519650655,0.1980076419213974,25.870744171118226,0.025655021834061136,95.71105119262857,0.5851528384279476,0.4304446837380883
NEW4000,right,original_grpo_11970,eval,458,0.1758341138417869,0.17583476452718136,0.6443329869919989,0.9168941048034934,93.67782184249934,92.05377756832861,94.82401123407381,92.5946288140347,0.14394893477707452,0.023369268558951967,0.023369268558951967,1.0086343861907312,0.06277292576419213,96.86684634207776,0.587882096069869,0.7491105629557475
NEW4000,right,original_grpo_11970,native_grpo,458,1.992880331441825,1.9919983216248225,0.6339148674404257,0.7582218886462883,79.78995948702355,32.764346515802394,97.32541403006122,51.76877313486035,1.5934621449641264,0.10275655021834061,0.10262008733624454,21.896705876327022,0.027292576419213975,97.35766566717739,0.6375545851528385,0.7600413844198516
NEW4000,right,psi_sft,eval,458,0.3097089221416342,0.30971617114986394,0.4945967143246961,0.8440229257641921,86.66465270852156,79.422621530526,92.05992891641702,82.0820713402005,0.24868384159808596,0.0816389192139738,0.0816389192139738,4.696260418542496,0.08624454148471616,96.42254028975202,0.5829694323144105,0.6352013686258845
NEW4000,right,psi_sft,native_grpo,458,2.2452132407104086,2.2443775276950353,0.5348582063276955,0.6321984170305677,67.35914228508719,22.6953902981537,95.64243798305144,35.53923203694138,1.7946704230454291,0.21561135371179038,0.21520196506550218,26.892174755147465,0.03875545851528384,96.66016779837787,0.6042576419213974,0.7124534322604962
NEW4000,straight,official_il,eval,2536,0.14586923500943094,0.14587136274291795,0.0,0.9565568316246057,91.84685361415055,88.3644960043121,94.19079109105537,89.59852073372427,0.12342141357203505,0.02207585764984227,0.021336504337539433,2.111427319784577,0.020997634069400632,95.25802509388559,0.30658517350157727,0.3768425787222542
NEW4000,straight,official_il,native_grpo,2536,1.9944043104956954,1.9941628741729147,0.0,0.6904081230283912,67.04967631455204,18.54187818782068,96.71320036455398,32.134770872305204,1.596843178857012,0.19745662460567823,0.19367976143533122,28.591171762025635,0.006703470031545741,96.8914923670886,0.5926656151419558,0.4432222008925935
NEW4000,straight,original_grpo_11970,eval,2536,0.17337302290922624,0.17334577024323802,0.4609616412413938,0.9662361987381703,94.50377250360033,93.43470151497637,95.36509592309353,93.80194995437547,0.14651921310400362,0.009038594242902208,0.009038594242902208,0.6472028149233753,0.023757886435331232,96.27691346247857,0.5055205047318612,0.6221312314732397
NEW4000,straight,original_grpo_11970,native_grpo,2536,1.9940968830761285,1.9938959503305447,0.4627851207743543,0.7753536573343849,77.1401383060144,27.741050483557363,97.66039177747425,47.07142762442256,1.5966698982832184,0.10237578864353312,0.09988047121451105,23.210838544898525,0.007886435331230283,97.86088758578612,0.6387026813880127,0.6511533336907787
NEW4000,straight,psi_sft,eval,2536,0.3091328953457438,0.3091429245220468,0.424671957507283,0.9438522772082019,92.44229673463515,86.21144471391534,95.9174700394435,88.91641633689736,0.25379382111484694,0.029956131703470033,0.028914875788643532,3.3777565169331094,0.019518927444794953,97.01279992594509,0.5996648264984227,0.5729499799641808
NEW4000,straight,psi_sft,native_grpo,2536,2.2500096641903986,2.249568976062329,0.4949349459313585,0.6179391758675079,63.08273147997483,13.285296508658053,97.33014186723928,25.38128676559673,1.80104558550597,0.23902060331230285,0.23480628943217666,31.269681700884274,0.011435331230283912,97.73651959224235,0.6231269716088328,0.678179363689084
OLD1000,left,official_il,eval,251,0.14717326126992702,0.1469417126233359,0.0,0.8990288844621513,92.80074532497311,89.63723648586164,94.68166168043619,90.85791579072857,0.12086013119771662,0.022036852589641436,0.022036852589641436,1.795525928691503,0.07171314741035857,96.08999789287594,0.2350597609561753,0.3934134755015929
OLD1000,left,official_il,native_grpo,251,1.9937167330329637,1.9952952548327199,0.0,0.7043700199203188,73.91896015130584,28.684392924054507,96.77553910719318,43.44309255627687,1.594929292382472,0.14716135458167331,0.1401269920318725,24.42290953323528,0.046812749003984064,97.33270882674957,0.4591633466135458,0.45774367723944376
OLD1000,left,original_grpo_11970,eval,251,0.16656628177608865,0.1663633295561213,0.5404652678871534,0.9047559760956175,95.79611242394476,94.90168861625565,96.50334519784454,95.2530205777658,0.13730808771938915,0.00846613545816733,0.00846613545816733,0.5129347443142214,0.08266932270916334,97.31635073644699,0.40039840637450197,0.682104032781851
OLD1000,left,original_grpo_11970,native_grpo,251,1.991374622540645,1.992722983379288,0.5342960066173181,0.7702315737051793,82.69204552595602,38.06245184582336,97.70607689621191,56.32151342938234,1.5928501797862262,0.0738296812749004,0.07028137450199202,19.733312426318097,0.05079681274900399,98.16851770001372,0.48406374501992033,0.6962323448065336
OLD1000,left,psi_sft,eval,251,0.3018369340445416,0.30158187793308044,0.43630627839570024,0.8697086653386454,92.39654356987782,86.17514097231918,95.80455822539444,89.03011724542209,0.24396739247073215,0.04139691235059761,0.03548306772908367,3.426111357464584,0.08266932270916334,97.9831496924837,0.4770916334661355,0.5857233102160783
OLD1000,left,psi_sft,native_grpo,251,2.2700404896441686,2.270948418583053,0.46829784355790494,0.6524526892430279,70.97735262499405,24.858530928220045,97.56279241494478,38.59656694877421,1.8156991403891272,0.1821464143426295,0.16975846613545817,26.55330414993128,0.04780876494023904,97.94575710042659,0.4810756972111554,0.6799936616580466
OLD1000,right,official_il,eval,115,0.1410557324309712,0.1413693810286729,0.0,0.8945652173913043,88.7450704454006,83.09214851704664,91.04792070865676,85.3573608158188,0.11553941576377205,0.050679347826086955,0.050679347826086955,2.9268928437717023,0.08695652173913043,94.35439587423608,0.3173913043478261,0.37380526087164356
OLD1000,right,official_il,native_grpo,115,1.9899329074051069,1.9902915415556535,0.0,0.7092391304347826,71.43148034558449,29.355158085075708,96.02659593850916,42.03074368715696,1.5905827169832976,0.1733695652173913,0.17323369565217392,24.525706037812,0.041304347826086954,95.82968964758193,0.5978260869565217,0.44743034001708776
OLD1000,right,original_grpo_11970,eval,115,0.17393804153670436,0.17436759050773537,0.6442810335884923,0.9233695652173913,95.51008585585981,93.7190673320569,96.20220866252374,94.59972775685847,0.14268123734256496,0.010597826086956521,0.010597826086956521,0.762818737382772,0.06739130434782609,97.02521619899015,0.5760869565217391,0.7364066931669042
OLD1000,right,original_grpo_11970,native_grpo,115,1.9947267615276834,1.9951274198034534,0.6365239409000977,0.7635869565217391,81.77388795433862,35.229882353836715,98.08663496068962,55.10364281343921,1.5943417974140333,0.08736413043478261,0.08709239130434783,20.860827581436546,0.04565217391304348,97.83582511488378,0.6478260869565218,0.7602674460429661
OLD1000,right,psi_sft,eval,115,0.3030138475739438,0.30313499038634095,0.4950925129911174,0.8540760869565217,88.88026543692196,78.80389145163018,94.25459876210498,82.74790820199736,0.24337681311628093,0.06494565217391304,0.06494565217391304,5.714141175289561,0.07608695652173914,96.62435177426659,0.6130434782608696,0.622172616082788
OLD1000,right,psi_sft,native_grpo,115,2.252837236031242,2.2536129847816797,0.5301138401031494,0.6322010869565218,69.78399920232762,25.399412218465677,96.97831546208639,39.75779328020437,1.8000676300214684,0.19116847826086958,0.19116847826086958,25.722681156638586,0.05,96.7870692616512,0.6130434782608696,0.7078133148484577
OLD1000,straight,official_il,eval,634,0.1446534507035363,0.14473109806326662,0.0,0.9636977523659306,92.55209536334446,89.60679074898177,94.54558917236461,90.58918411951839,0.12233607884649222,0.015551064668769717,0.015551064668769717,1.8252952118254406,0.019321766561514197,95.3624565165032,0.29298107255520506,0.3755280426161475
OLD1000,straight,official_il,native_grpo,634,1.9972856725898074,1.9975312617298933,0.0,0.6821766561514195,66.97221042194477,17.992392369928723,96.82138668499245,31.61593025737616,1.5990510581043615,0.19681585173501578,0.19314373028391169,28.904175581626763,0.00749211356466877,97.05703334458163,0.580441640378549,0.4447426473082563
OLD1000,straight,original_grpo_11970,eval,634,0.17109918929430823,0.17114220793455934,0.45645524832869555,0.9665072949526814,94.68191202145357,93.8889469485773,95.47234528399862,94.19133882305294,0.14453729678074645,0.008058951104100947,0.008058951104100947,0.49134102518508355,0.020110410094637224,96.36978856177019,0.499211356466877,0.6034967459612657
OLD1000,straight,original_grpo_11970,native_grpo,634,1.996623057954319,1.996874606571739,0.45880309807295305,0.7718355678233438,77.12577991728162,27.191004795733246,97.72622385211443,46.67872913946425,1.598667821109483,0.1029919164037855,0.10047811514195584,23.5445355142169,0.005520504731861199,97.89748479195461,0.6399842271293376,0.6344956653556596
OLD1000,straight,psi_sft,eval,634,0.30978388567851733,0.30992154534964905,0.4332280971274391,0.9498472003154574,93.35758173601278,87.19715785257027,96.59662520269536,89.84905971125455,0.25427147153800217,0.01966679810725552,0.019592862776025236,3.253747902756105,0.013406940063091483,97.14230265306361,0.5851735015772871,0.6029977349556046
OLD1000,straight,psi_sft,native_grpo,634,2.255367744138188,2.255562638634763,0.5068193255961881,0.610681190851735,62.87995424065711,12.532168892355534,97.56642273527454,24.46667849099899,1.8049099379533473,0.24102917981072555,0.2367409305993691,31.876064352327777,0.008675078864353312,97.89304567556391,0.6210567823343849,0.7125642479931009
