scope,command,model,protocol,scenes,pairwise_ADE,pairwise_ADE64,centroid_displacement,feasible_rate,mean_PDMS,min_PDMS,max_PDMS,CVaR25_PDMS,Spread_AUC,hard_failure_rate,zero_score_rate,std_PDMS,no_safe_group,best_safe_PDMS,Hit16,GT_center_distance
FULL5000,left,official_il,eval,1257,0.14657274569409204,0.14644369161143223,0.0,0.8862122116149562,92.06420332700313,89.05488082451133,94.31128725066249,89.99805250903594,0.12035460914459224,0.028763922036595068,0.02812997215592681,1.9836778596673326,0.08214001591089896,96.46393753348832,0.2243436754176611,0.39255518519146465
FULL5000,left,official_il,native_grpo,1257,1.9937269060073055,1.9937922791440807,0.0,0.6982647175815434,73.80257051865316,29.591644510072687,97.12370403861934,43.858291265930376,1.5950805139427822,0.14435411694510739,0.13527993237867939,24.1450656154523,0.04554494828957836,97.44527830119102,0.4451073985680191,0.45588946559424426
FULL5000,left,original_grpo_11970,eval,1257,0.1662245818095944,0.1660635153642228,0.5405546183043657,0.9096310660302307,95.79233374680919,94.8531290954634,96.65105907762776,95.13522539436413,0.1369980975108291,0.009782716785998409,0.009782716785998409,0.6220677447651032,0.07935560859188544,97.51647205328739,0.4043357199681782,0.6767324449598077
FULL5000,left,original_grpo_11970,native_grpo,1257,1.9917162165294684,1.9917206345044534,0.5334088580302047,0.773667462211615,82.57224088119241,39.80382993649143,98.15008011124452,57.18265361491194,1.5932293830642457,0.07065433571996818,0.06576919252187749,19.368010811525835,0.04634049323786794,98.31950528896544,0.4781225139220366,0.6922177226224118
FULL5000,left,psi_sft,eval,1257,0.29920042537052005,0.29892634443328225,0.40761943774367476,0.879586813842482,93.07076002150738,87.2477552898848,96.38777107166104,89.68586728993469,0.2418355969037911,0.03461863564041368,0.030404733492442323,3.2781676823548764,0.07418456642800318,98.0712427266925,0.465194908512331,0.5548056580874999
FULL5000,left,psi_sft,native_grpo,1257,2.2670930391184942,2.2671691895289943,0.4417448569394429,0.6615577764518695,71.78565933329416,25.27371482347167,97.93576932050246,39.73418819253377,1.8134218195457732,0.16575924821002386,0.15260789578361178,26.071923523273686,0.046937151949085126,98.18133235568698,0.4767303102625298,0.6505731097379875
FULL5000,right,official_il,eval,573,0.14231768414137616,0.14240732813744852,0.0,0.8826897905759162,86.81259186599485,81.2002477500581,89.83120646157805,83.3144368799003,0.11640739005975698,0.06920811518324607,0.06920811518324607,3.2706300044142846,0.0881326352530541,94.4116758287902,0.262652705061082,0.3650064052397859
FULL5000,right,official_il,native_grpo,573,1.9881264600142134,1.9873897369827485,0.0,0.7002345113438045,69.51159785338896,26.085303497198204,95.44399162745486,38.97304414980117,1.5895073981809367,0.1932537085514834,0.19303555846422338,25.600797599861302,0.028795811518324606,95.73477888361924,0.587696335078534,0.43385367234556643
FULL5000,right,original_grpo_11970,eval,573,0.17545357577008622,0.17554030551804298,0.6443225600436512,0.9181937172774869,94.04555371254551,92.38799802701752,95.10061281220949,92.99704832262937,0.14369451033559352,0.020806064572425828,0.020806064572425828,0.95929965737238,0.0636998254799302,96.89852031346022,0.5855148342059336,0.7465609206770093
FULL5000,right,original_grpo_11970,native_grpo,573,1.9932509064154267,1.992626325622279,0.6344385034750893,0.759298647469459,80.18813012182501,33.25917482535552,97.47818960950673,52.438075077332556,1.5936386895221357,0.09966732111692844,0.09950370855148342,21.688807091139584,0.030977312390924956,97.45346711680652,0.6396160558464223,0.7600867545536354
FULL5000,right,psi_sft,eval,573,0.3083652335285724,0.30839534080465425,0.49469622016525183,0.8460405759162304,87.10932192975373,79.29844359148059,92.5003949412933,82.21570352014228,0.2476187311698005,0.07828861256544503,0.07828861256544503,4.900547132374804,0.08420593368237347,96.46328336304082,0.5890052356020943,0.6325865230020519
FULL5000,right,psi_sft,native_grpo,573,2.2467433619353576,2.246231066202826,0.5339060211342875,0.6321989528795812,67.84580641332916,23.23808230659327,95.91054602858202,36.385889180004625,1.7957536321243899,0.2107057155322862,0.21037849040139617,26.657459635027884,0.04101221640488656,96.68563825193006,0.606020942408377,0.7115221696036296
FULL5000,straight,official_il,eval,3170,0.14562607814825201,0.1456433098069877,0.0,0.9579850157728707,91.98790196398933,88.61295495324603,94.26175070731722,89.7966534108831,0.12320434662692649,0.02077089905362776,0.02017941640378549,2.0542008981927498,0.020662460567823344,95.27893148070414,0.3038643533123028,0.37657967150103283
FULL5000,straight,official_il,native_grpo,3170,1.994980582914518,1.9948365516843103,0.0,0.6887618296529968,67.03418313603058,18.431981024242287,96.73483762864166,32.0310027493194,1.5972847547064821,0.19732847003154574,0.19357255520504732,28.653772525945858,0.006861198738170347,96.92454817620192,0.5902208201892745,0.4435262901757261
FULL5000,straight,original_grpo_11970,eval,3170,0.17291825618624265,0.17290505778150228,0.46006036265885414,0.9662904179810725,94.53940040717097,93.52555060169655,95.38654579527454,93.87982772811098,0.14612282983935218,0.008842665615141956,0.008842665615141956,0.6160304569757169,0.02302839116719243,96.29554230563978,0.5042586750788643,0.6184043343708449
FULL5000,straight,original_grpo_11970,native_grpo,3170,1.9946021180517666,1.9944916815787836,0.461988716234074,0.7746500394321767,77.13726662826785,27.631041345992543,97.67355819240228,46.99288792743089,1.5970694828484713,0.10249901419558359,0.1,23.2775779387622,0.007413249211356467,97.86821862676818,0.6389589905362776,0.6478218000237547
FULL5000,straight,psi_sft,eval,3170,0.3092630934122985,0.30929864868756723,0.4263831854313142,0.945051261829653,92.62535373491068,86.40858734164632,96.05330107209386,89.10294501176881,0.25388935119947803,0.02789826498422713,0.027050473186119875,3.352954794097709,0.01829652996845426,97.0388745787484,0.5967665615141956,0.5789595309624656
FULL5000,straight,psi_sft,native_grpo,3170,2.2510812801799562,2.250767708576816,0.49731182186432443,0.6164875788643533,63.04217603211129,13.134670985397547,97.37739804084633,25.19836511067718,1.8018184559954453,0.23942231861198737,0.23519321766561513,31.390958231172974,0.010883280757097791,97.7678049766503,0.6227129337539432,0.6850563405498874
NEW4000,left,official_il,eval,1006,0.14642291526711929,0.14631943388381013,0.0,0.8830144135188867,91.88043390206231,88.90958135035733,94.21887772593765,89.783514056049,0.12022847988481669,0.03044234592445328,0.02965022365805169,2.0306223275350597,0.08474155069582505,96.55853415608648,0.2216699801192843,0.3923410391995738
NEW4000,left,official_il,native_grpo,1006,1.9937294441947406,1.9934172822277305,0.0,0.6967414264413518,73.77353095821992,29.81800648630585,97.21057222727536,43.96188458215605,1.5951182441730385,0.1436537027833002,0.13407057654075547,24.07574272940505,0.045228628230616304,97.473304379022,0.44160039761431413,0.4554268342593087
NEW4000,left,original_grpo_11970,eval,1006,0.1661393266489681,0.16598871082926603,0.5405769114999126,0.9108474155069582,95.79139095559546,94.84101335021602,96.68791413113233,95.10583514482752,0.13692075402936926,0.010111207753479125,0.010111207753479125,0.6492967538239216,0.07852882703777336,97.56617960618,0.4053180914512923,0.6753922177795563
NEW4000,left,original_grpo_11970,native_grpo,1006,1.9918014452483497,1.9914705454710702,0.5331875118121475,0.774524726640159,82.54234926505357,40.23830896308954,98.2608602374604,57.397510659214056,1.5933239954129366,0.06986207753479125,0.06464338966202783,19.27686696926653,0.045228628230616304,98.35705741377181,0.47664015904572565,0.6912160624154391
NEW4000,left,psi_sft,eval,1006,0.2985426085939997,0.2982637809059966,0.4004619854537559,0.8820514413518886,93.23897903677481,87.51537576076845,96.53328441600787,89.84947888155762,0.24130370755259606,0.03292743538767395,0.029137673956262426,3.2412552942310824,0.0720675944333996,98.09303219269107,0.46222664015904574,0.5470916116816619
NEW4000,left,psi_sft,native_grpo,1006,2.266357641422725,2.2662262606099395,0.4351198075942799,0.663829522862823,71.98733426747242,25.377304443459906,98.02882817069629,40.018028085360456,1.812853621204141,0.1616706013916501,0.1483287773359841,25.951817621393904,0.04671968190854871,98.24004345860088,0.47564612326043737,0.6432325942986885
