metric,comparison,n_scenes,delta,CI95_low,CI95_high,positive_scene_fraction
pdms,pc_mts - score,276,-0.011510120694976029,-0.051958526883633886,0.030758951827949972,0.10869565217391304
pdms,pc_mts - pareto,276,0.30054138665521063,0.08722675652090821,0.573622795814283,0.11956521739130435
pdms,pc_mts - gt_distance,276,0.31167041318089433,0.1706703550828949,0.4915125301905807,0.2028985507246377
d_GT,pc_mts - score,276,0.16823596411862637,0.13205287622378914,0.20449365713909734,0.8079710144927537
d_GT,pc_mts - pareto,276,-0.12508640785440517,-0.1495129867823442,-0.10024144144395689,0.2427536231884058
d_GT,pc_mts - gt_distance,276,0.06658911822950553,0.036086863560188455,0.09831124999694411,0.4891304347826087
q_holdout,pc_mts - score,276,-19.10895748414855,-21.11436484516531,-16.96853858837183,0.10869565217391304
q_holdout,pc_mts - pareto,276,-18.638013756793477,-20.325529679008152,-16.828922879868657,0.07246376811594203
q_holdout,pc_mts - gt_distance,276,-16.028539685235508,-17.9681396484375,-14.058249653249547,0.11594202898550725
r_knn,pc_mts - score,276,-4.609905308412149,-5.314930317147117,-3.9906995778254712,0.036231884057971016
r_knn,pc_mts - pareto,276,-7.19695214276375,-7.78235816714471,-6.622741956409069,0.018115942028985508
r_knn,pc_mts - gt_distance,276,-5.7648241705580405,-6.518265080907508,-5.076907428496613,0.04710144927536232
maha_ratio,pc_mts - score,276,-3.2165152677193896,-3.5987188362838767,-2.869341753139864,0.04710144927536232
maha_ratio,pc_mts - pareto,276,-7.564986651703577,-8.113987236137824,-7.028186482057389,0.018115942028985508
maha_ratio,pc_mts - gt_distance,276,-5.700603630624274,-6.2405384351137725,-5.169191546233079,0.03985507246376811
maha_percentile,pc_mts - score,276,-22.6173290307971,-24.585252844769023,-20.430474765058875,0.11231884057971014
maha_percentile,pc_mts - pareto,276,-21.043683480525363,-22.8358348901721,-19.164012964221012,0.08695652173913043
maha_percentile,pc_mts - gt_distance,276,-18.637306102807973,-20.61755636463995,-16.493202983469203,0.11956521739130435
E_rec,pc_mts - score,132,-0.1636254784781627,-0.20419464659895642,-0.12670707081799099,0.14393939393939395
E_rec,pc_mts - pareto,132,-0.23066546325042675,-0.2610619277244427,-0.2007830843727182,0.06818181818181818
E_rec,pc_mts - gt_distance,132,-0.16227206846021794,-0.19398992883767333,-0.13373068941626556,0.10606060606060606
return_rate,pc_mts - score,132,0.24526515151515152,0.19286616161616163,0.2980626578282829,0.75
return_rate,pc_mts - pareto,132,0.3678977272727273,0.32583648989898994,0.4120107323232323,0.9166666666666666
return_rate,pc_mts - gt_distance,132,0.26412563131313127,0.2217487373737374,0.30926846590909096,0.8484848484848485
local_mean,pc_mts - score,276,-0.9250404222675803,-1.3481738520894917,-0.5125796282996771,0.213768115942029
local_mean,pc_mts - pareto,276,-1.1530283346690207,-1.6208529246450445,-0.6969761059538012,0.286231884057971
local_mean,pc_mts - gt_distance,276,-0.8019607631541336,-1.251060280460612,-0.3921327664996576,0.33695652173913043
local_P10,pc_mts - score,276,-2.977454152483316,-5.045840425667779,-0.9780228532023135,0.13768115942028986
local_P10,pc_mts - pareto,276,-4.292519579452069,-6.400489781714177,-2.3558512736304937,0.2572463768115942
local_P10,pc_mts - gt_distance,276,-2.913865859399289,-4.714121064718742,-1.1320418977239597,0.30434782608695654
