metric,comparison,n_scenes,delta,CI95_low,CI95_high,positive_scene_fraction
pdms,pc_mts - pareto,24,0.0,0.0,0.0,0.0
pdms,pc_mts - gt_distance,21,0.0,0.0,0.0,0.0
E_rec,pc_mts - pareto,6,-0.2527390718460083,-0.3458773195743561,-0.1545668219526609,0.0
E_rec,pc_mts - gt_distance,4,-0.25432123616337776,-0.35987623035907745,-0.13791921362280846,0.0
return_rate,pc_mts - pareto,6,0.4444444444444445,0.1388888888888889,0.7500000000000001,0.6666666666666666
return_rate,pc_mts - gt_distance,4,0.3125,0.04166666666666663,0.5833333333333334,0.75
robust_radius,pc_mts - pareto,24,-0.03125000000000001,-0.08958333333333335,0.027083333333333334,0.125
robust_radius,pc_mts - gt_distance,21,-0.047619047619047616,-0.11904761904761904,0.021428571428571425,0.09523809523809523
local_feasible,pc_mts - pareto,24,-0.026909722222222224,-0.06510416666666664,0.003472222222222219,0.125
local_feasible,pc_mts - gt_distance,21,-0.03571428571428571,-0.07936507936507937,0.0,0.09523809523809523
