chain,algorithm,step,role,pairwise_ade,pairwise_fde,spread_auc,r50,r90,endpoint_cov_trace,endpoint_spread,endpoint_r90,effective_rank,spread_t1,spread_t2,spread_t3,spread_t4,spread_t5,spread_t6,spread_t7,spread_t8,spread_ratio_IL,spread_ratio_step0,step0_SR,center_shift_IL,center_shift_step0,mean_pdms,feasible_rate,D_positive,hit8_1
mts86_lfp_grpo,lfp_grpo,0,step0,0.08630166885174045,0.1287520709953979,0.09104157179159494,0.03851261582751669,0.11026705725976446,0.03736328793665504,0.12409407648046525,0.168332812018964,1.7527606273128966,0.025515777993795067,0.05228417317014466,0.07993126825275156,0.10116727350026189,0.11217531622716934,0.11576177968375959,0.11740290902441221,0.12409407648046525,0.7386136926475348,1.0,0.7386136926475348,0.43343779059747856,0.0,94.30795053817563,0.9745833333333334,0.0952222621017093,0.22
mts86_lfp_grpo,lfp_grpo,300,early,0.20495065722333033,0.3975875250383484,0.20137569748188747,0.08649768040926005,0.3269830916295105,0.2233462740152919,0.39470180156041723,0.6473516512560765,1.2823580949847162,0.03441341044281951,0.0706559548466501,0.11518430265935371,0.1649338710394081,0.21787983011684497,0.2750405949850204,0.3381958142045855,0.39470180156041723,1.6638041059763609,3.3072350955847054,0.7386136926475348,0.5297632995744547,0.4501083972491324,95.15568021066227,0.96,0.24507466506192593,0.49333333333333335
mts86_lfp_grpo,lfp_grpo,1800,middle,0.21094283085832632,0.4465892717831512,0.19012695785127956,0.11514289334134872,0.29372987008422674,0.21080336107332281,0.40290516687861344,0.6553421406222142,1.503876757389602,0.03115665027589584,0.06202059014834529,0.09858087590356293,0.1422126149653387,0.1941875895890239,0.25713563366071823,0.33281654138873806,0.40290516687861344,1.5970337133232242,3.3191542614517235,0.7386136926475348,1.051927055021127,1.0861900069688757,95.79872970751258,0.9452083333333333,0.1928227143996049,0.5966666666666667
mts86_lfp_grpo,lfp_grpo,3300,final_available,0.20515777811218883,0.42630447954012796,0.18439563540902235,0.11019699794736698,0.2906247481312546,0.19152996752910934,0.38441901883561586,0.6309765122678728,1.5388282246920604,0.03181219882281436,0.06292909188600927,0.09904897638438609,0.14092196797991202,0.18949528760955045,0.2480084133512885,0.31853012840260236,0.38441901883561586,1.5297968353108413,3.1839564679774974,0.7386136926475348,1.0551682907839617,1.0912484271017213,96.11949809321789,0.9483333333333334,0.18904672003317374,0.6
mts87_lfp_grpo,lfp_grpo,0,step0,0.0845192874600923,0.15376159694828404,0.09438130328921146,0.03892446963269299,0.09363617214771039,0.13909840007444738,0.1785999599300444,0.17310420661209525,1.8518158526438868,0.019450369078320064,0.037230268695947595,0.0571477123707813,0.07842594868035184,0.10236251530831017,0.12770374476274202,0.1541299074871943,0.1785999599300444,0.7882676286633145,1.0,0.7882676286633145,0.48730326353261866,0.0,94.80412313594542,0.9769791666666666,0.1489122400627188,0.2808333333333333
mts87_lfp_grpo,lfp_grpo,300,early,0.5020666010785989,0.9735903677071253,0.46558453048682424,0.263257086212218,0.7282371099005671,1.3080335339535585,0.9063770562097615,1.4379284752164698,1.2565396936273374,0.08594596488828829,0.17837781205112163,0.2727405865647969,0.379868591174625,0.4992904047821413,0.6313067416868633,0.7707690865369956,0.9063770562097615,3.8001889298864673,8.606151411962013,0.7882676286633145,1.710771498978138,1.7727857043159505,96.6968879505572,0.9423958333333333,0.5899497505549031,0.62
mts87_lfp_grpo,lfp_grpo,4200,middle,0.34325901433843303,0.579277852383456,0.302561807685368,0.19777191666809632,0.47069718107126174,0.37349662173952786,0.5080508707953688,0.8042104452835347,1.496183939955644,0.08061358053125849,0.15596320816803705,0.21732508883639748,0.275940082066156,0.3334059420607334,0.3930645981798366,0.456131090845156,0.5080508707953688,2.445660125243911,5.736287672549126,0.7882676286633145,2.115799511509637,2.1893726137777167,98.74583199245451,0.9714583333333333,0.3817195623731002,0.6358333333333334
mts87_lfp_grpo,lfp_grpo,8100,final_available,0.31693192400145304,0.5187019606326861,0.2785886633168701,0.18394013021012198,0.42145921840676637,0.2818755349534292,0.4532346942351566,0.7140978513314197,1.494748156034856,0.07760231530878035,0.14959761459701135,0.20596229205708433,0.2586659483482809,0.3100135077547458,0.3612463614526158,0.4123865727812859,0.4532346942351566,2.2480339374625107,5.297812764337237,0.7882676286633145,2.25186882480979,2.329709452713529,98.91442887866242,0.9720833333333333,0.34594364620936224,0.6341666666666667
official_il_grpo,original_GRPO,0,step0,0.14710407956017685,0.3246988848142282,0.12363965124657872,0.0929138070131244,0.18615339793750926,0.07956966945476425,0.2739289737788908,0.4387762350656896,1.6696489657712958,0.021426716090044165,0.0312872125891512,0.05556376193549085,0.08850277249503655,0.12698609289428422,0.17094844646529245,0.2204732337244395,0.2739289737788908,1.0,1.0,1.0,0.0,0.0,92.25231303434981,0.9441666666666667,0.12100958320950962,0.2841666666666667
official_il_grpo,original_GRPO,1330,early,0.3181821914960356,0.536385414573103,0.26970167601355743,0.20642192578775212,0.3868146599507979,0.22653710656870038,0.45408564397880513,0.727410106287234,2.353623736610979,0.1560650506878353,0.15501279637806598,0.18707908525517852,0.21999319628107591,0.26777982858696187,0.32385082108589863,0.39374698585463824,0.45408564397880513,2.22301026906285,2.22301026906285,1.0,0.5341277374823888,0.5341277374823888,91.9262359942114,0.9130208333333333,0.3045814686819263,0.49833333333333335
