distribution,p0,p5,p25,p50,p75,p95,p99,p100,count,exceeds_V1_self_max
V1_IL_self_KNN,0.03067184006795287,0.03381330935750157,0.0400986336870119,0.046581971924752,0.05390157725196332,0.07902529999613758,0.11334543700888744,0.13721518404781818,64.0,
V1_candidate_KNN,0.142921297235107,0.1726604213839831,0.2205464764576604,0.28984921942785824,0.4459068778934426,0.8666996461863652,0.9840827126673874,1.1657179696167423,128.0,0.855078125
V2_IL_Q_to_R_KNN,0.025711069721728562,0.029367498760111632,0.03438930145930499,0.03895867983810604,0.04530453917104751,0.06205860874615608,0.0807218909878284,0.1001321854069829,128.0,
V2_Q_mahalanobis,1.447696507746668,1.9037941502496054,2.3449587991020864,2.689621505485011,3.0861660944898714,3.6749263601165447,4.169398140086107,4.602349708284882,128.0,
V2_candidate_KNN,0.0272152204297266,0.03509847855078803,0.1106553628218621,0.20347176919369922,0.3318114653527139,0.7583346893382756,0.8946029824307511,1.0010594907810106,192.0,
