distribution,p0,p5,p25,p50,p75,p95,p99,p100,count,exceeds_V1_self_max
V1_IL_self_KNN,0.02811056848987937,0.0307855795356445,0.035963993061566724,0.04124381645210087,0.04902339627663605,0.069865480509866,0.09481339621018613,0.10941331824846566,64.0,
V1_candidate_KNN,0.13611557118299278,0.16970867641468007,0.23008615570871002,0.31312813742212237,0.5115511505238939,0.8144066218453467,0.9086681475169898,1.0412156495022462,128.0,0.89259375
V2_IL_Q_to_R_KNN,0.022993257884867488,0.026408387374365704,0.03074135830043815,0.03478013461874798,0.040750829546246675,0.05657337697362526,0.076164375846386,0.0968259005509317,128.0,
V2_Q_mahalanobis,1.583750748576453,2.003889504855303,2.461511411271628,2.815235315635285,3.1960715344289574,3.7915219391982267,4.26488421272182,4.660312252438925,128.0,
V2_candidate_KNN,0.02475977089653184,0.031711075322646526,0.10813299592610578,0.20890831233866688,0.37852017598114246,0.7336689826741349,0.8568157547710957,0.9640503659851875,192.0,
