metric,comparison,n_scenes,delta,CI95_low,CI95_high,positive_scene_fraction
pdms,pc_mts - score,108,0.2459450439513624,0.15621674063940208,0.3388777209157961,0.6111111111111112
pdms,pc_mts - pareto,450,0.2588494425043345,0.09943155629214942,0.45963964973623944,0.1511111111111111
pdms,pc_mts - gt_distance,598,0.34846233069800703,0.1937800668172944,0.53495082201418,0.4013377926421405
E_rec,pc_mts - score,62,0.009382115021352635,5.337467522570909e-05,0.018796092759727514,0.6774193548387096
E_rec,pc_mts - pareto,222,-0.00815177771212514,-0.01372793423411195,-0.0024391577376733655,0.42792792792792794
E_rec,pc_mts - gt_distance,299,0.0034380017191559995,-0.0017472447914573558,0.008899822373677948,0.5150501672240803
return_rate,pc_mts - score,62,-0.013096450294030941,-0.030285758894629856,0.004054625556641683,0.4032258064516129
return_rate,pc_mts - pareto,222,0.011913325454992118,0.0006563281563281509,0.02385424609382943,0.4774774774774775
return_rate,pc_mts - gt_distance,299,-0.0009406872701187099,-0.010591419082744337,0.009402186480990836,0.4013377926421405
robust_radius,pc_mts - score,108,-0.008930592298647856,-0.01655275472983806,-0.0017512576158409496,0.1111111111111111
robust_radius,pc_mts - pareto,450,0.005959275909275907,0.002308485068172568,0.010071418369439204,0.19111111111111112
robust_radius,pc_mts - gt_distance,598,0.0005832297115741924,-0.002702027090222115,0.004132466433835581,0.16220735785953178
local_feasible,pc_mts - score,108,-0.010614112075338931,-0.023925885285838996,-0.0002251218993840499,0.14814814814814814
local_feasible,pc_mts - pareto,450,0.007051795426795427,0.0031225850506232445,0.011210587666577251,0.2111111111111111
local_feasible,pc_mts - gt_distance,598,0.00190982257244799,-0.0016089459080418514,0.00533919165190068,0.18896321070234115
