metric,comparison,n_scenes,delta,CI95_low,CI95_high,positive_scene_fraction
pdms,pc_mts - pareto,13,0.0,0.0,0.0,0.0
pdms,pc_mts - gt_distance,13,0.0,0.0,0.0,0.0
E_rec,pc_mts - pareto,7,-0.19159515670367647,-0.3065846159344628,-0.081204301686514,0.14285714285714285
E_rec,pc_mts - gt_distance,7,-0.15585353090649562,-0.28538832279543075,-0.03107462156386603,0.2857142857142857
return_rate,pc_mts - pareto,7,0.3285714285714286,0.1499404761904762,0.5239880952380959,0.8571428571428571
return_rate,pc_mts - gt_distance,7,0.276984126984127,0.07934523809523815,0.5031944444444446,0.7142857142857143
robust_radius,pc_mts - pareto,13,0.0,-0.04615384615384616,0.04615384615384616,0.07692307692307693
robust_radius,pc_mts - gt_distance,13,0.0,-0.04615384615384616,0.04615384615384616,0.07692307692307693
local_feasible,pc_mts - pareto,13,0.0,-0.01923076923076924,0.01923076923076924,0.07692307692307693
local_feasible,pc_mts - gt_distance,13,0.0,-0.01923076923076924,0.01923076923076924,0.07692307692307693
