token,method,pool_diversity,unique_trajectories,unique_raw_count,source_entropy,source_count
2ae0a44cc4de5c4a,score,0.08448220135049243,16,16,-0.0,1
2ae0a44cc4de5c4a,pareto,0.5419883300290838,16,16,1.9600951351245586,8
2ae0a44cc4de5c4a,gt_distance,0.3266578969635375,16,16,1.559581156259877,5
2ae0a44cc4de5c4a,pc_mts,0.13330783789946146,16,16,0.6019239717322895,3
cc94486698ff58d1,score,0.15267672196703608,16,16,0.2337916587064593,2
cc94486698ff58d1,pareto,0.15267672196703608,16,16,0.2337916587064593,2
cc94486698ff58d1,gt_distance,0.20805275554437366,16,16,1.3862943611198906,6
cc94486698ff58d1,pc_mts,0.006080806029414656,16,1,-0.0,1
969763763ce754a4,score,0.0506581294372986,16,16,-0.0,1
969763763ce754a4,pareto,0.4289476801751888,16,16,1.5481155268740174,6
969763763ce754a4,gt_distance,0.4097331641335848,16,16,1.5481155268740174,6
969763763ce754a4,pc_mts,0.1601685036274785,16,16,0.6210863745552451,2
ff6ab495a139534e,score,0.1625468721206193,16,16,-0.0,1
ff6ab495a139534e,pareto,0.1625468721206193,16,16,-0.0,1
ff6ab495a139534e,gt_distance,0.20752931391650922,16,16,1.229918603764207,5
ff6ab495a139534e,pc_mts,0.005537484774470256,16,1,-0.0,1
70248e0bb43a503b,score,0.051664497076028534,16,16,-0.0,1
70248e0bb43a503b,pareto,0.6613335499966116,16,16,1.7710163687835907,7
70248e0bb43a503b,gt_distance,0.41022216870874456,16,16,1.754105330999288,6
70248e0bb43a503b,pc_mts,0.1419136235695343,16,16,0.8314025204956377,3
2a2403c9b08b53ac,score,0.2758311947275499,16,16,1.5268781472745927,5
2a2403c9b08b53ac,pareto,0.2758311947275499,16,16,1.5268781472745927,5
2a2403c9b08b53ac,gt_distance,0.19614112038698156,16,16,1.4614721293040243,5
2a2403c9b08b53ac,pc_mts,0.005973811605328366,16,1,-0.0,1
854169aa74e95251,score,0.17461974675294195,16,16,0.908908734898781,5
854169aa74e95251,pareto,0.7768526333894605,16,16,1.3686896376228386,5
854169aa74e95251,gt_distance,0.16505813556078644,16,16,1.0397207708399179,3
854169aa74e95251,pc_mts,0.006014624282036422,16,1,-0.0,1
93a9927586995095,score,0.05195424622380869,16,16,-0.0,1
93a9927586995095,pareto,0.4602270468847896,16,16,1.9600951351245586,8
93a9927586995095,gt_distance,0.41488340857646483,16,16,1.9273921261392744,8
93a9927586995095,pc_mts,0.12235282899077703,16,16,-0.0,1
af62d866653053f6,score,0.19168326184147974,16,16,0.2337916587064593,2
af62d866653053f6,pareto,0.19838106604463687,16,16,0.8314025204956377,3
af62d866653053f6,gt_distance,0.1729603491320058,16,16,1.3535913521346064,5
af62d866653053f6,pc_mts,0.005802382554563458,16,1,-0.0,1
17d296a87fb45380,score,0.2662750027662594,16,16,0.5623351446188083,2
17d296a87fb45380,pareto,0.2662750027662594,16,16,0.5623351446188083,2
17d296a87fb45380,gt_distance,0.15453016576062625,16,16,1.103432909638192,4
17d296a87fb45380,pc_mts,0.006000380244423824,16,1,-0.0,1
5370751917315916,score,0.05271566739064091,16,16,-0.0,1
5370751917315916,pareto,0.4638814952710216,16,16,1.6304325826288886,6
5370751917315916,gt_distance,0.3225213452687131,16,16,1.7170759801988817,7
5370751917315916,pc_mts,0.1691228041156045,16,16,0.37677016125643675,2
adaf33e4ba555709,score,0.16362326837159788,16,16,0.7774621319109288,3
adaf33e4ba555709,pareto,0.14009572109976162,16,16,0.5623351446188083,2
adaf33e4ba555709,gt_distance,0.053374227833231154,16,16,-0.0,1
adaf33e4ba555709,pc_mts,0.005853002614189523,16,1,-0.0,1
1aa0acb229945e9b,score,0.21752628999755727,16,16,1.0397207708399179,3
1aa0acb229945e9b,pareto,0.21752628999755727,16,16,1.0397207708399179,3
1aa0acb229945e9b,gt_distance,0.10822946849153921,16,16,-0.0,1
1aa0acb229945e9b,pc_mts,0.005997913499666125,16,1,-0.0,1
fad9e78a17825042,score,0.296048915100324,16,16,-0.0,1
fad9e78a17825042,pareto,0.253295472923077,16,16,0.4825775651770121,2
fad9e78a17825042,gt_distance,0.21375433019997978,16,16,0.9743147528693494,3
fad9e78a17825042,pc_mts,0.00603043867882797,16,1,-0.0,1
4eaf32face4b5ece,score,0.05040662907422388,16,16,-0.0,1
4eaf32face4b5ece,pareto,0.44274208957762756,16,16,1.7214023220140038,7
4eaf32face4b5ece,gt_distance,0.3731890530547682,16,16,1.8364223867541591,8
4eaf32face4b5ece,pc_mts,0.1814531341828456,16,16,-0.0,1
2db045daf25c5bb7,score,0.12793597852549243,16,16,0.5623351446188083,2
2db045daf25c5bb7,pareto,0.12793597852549243,16,16,0.5623351446188083,2
2db045daf25c5bb7,gt_distance,0.08644565345605694,16,16,-0.0,1
2db045daf25c5bb7,pc_mts,0.0060858390596240765,16,1,-0.0,1
b23f3d728c08529f,score,0.05057216401672422,16,16,-0.0,1
b23f3d728c08529f,pareto,0.37217011555404594,16,16,1.3208883431493221,4
b23f3d728c08529f,gt_distance,0.34718443900007845,16,16,1.6304325826288886,6
b23f3d728c08529f,pc_mts,0.2007821037540327,16,16,0.9470571522825082,3
dc76a771066b5553,score,0.25689368861647627,16,16,0.5623351446188083,2
dc76a771066b5553,pareto,0.25689368861647627,16,16,0.5623351446188083,2
dc76a771066b5553,gt_distance,0.1935867367514593,16,16,0.9002560512685369,3
dc76a771066b5553,pc_mts,0.005897089217148765,16,1,-0.0,1
d76b0458667c59a2,score,0.05174036137455659,16,16,-0.0,1
d76b0458667c59a2,pareto,0.3881352601226223,16,16,1.7214023220140038,7
d76b0458667c59a2,gt_distance,0.3623623173939684,16,16,1.7214023220140038,7
d76b0458667c59a2,pc_mts,0.05439453982954196,16,16,-0.0,1
8cf3b1868b2f5262,score,0.2843075531636223,16,16,0.6853142072764582,2
8cf3b1868b2f5262,pareto,0.31093570801323833,16,16,1.5746794417481091,6
8cf3b1868b2f5262,gt_distance,0.053941767355749876,16,16,0.8815322611881637,3
8cf3b1868b2f5262,pc_mts,0.07777811053971634,16,7,-0.0,1
990bd9b32e5d5f60,score,0.14732539642700945,16,16,1.7328679513998633,6
990bd9b32e5d5f60,pareto,0.14732539642700945,16,16,1.7328679513998633,6
990bd9b32e5d5f60,gt_distance,0.14732539642700945,16,16,1.7328679513998633,6
990bd9b32e5d5f60,pc_mts,0.006025004765710112,16,1,-0.0,1
6320ecb991675a39,score,0.2219018615530001,16,16,0.4825775651770121,2
6320ecb991675a39,pareto,0.2219018615530001,16,16,0.4825775651770121,2
6320ecb991675a39,gt_distance,0.2005811682653855,16,16,0.8314025204956377,3
6320ecb991675a39,pc_mts,0.00591012519335204,16,1,-0.0,1
66243e185353563a,score,0.12097938245119429,16,16,0.4825775651770121,2
66243e185353563a,pareto,0.12097938245119429,16,16,0.4825775651770121,2
66243e185353563a,gt_distance,0.16047925377748887,16,16,1.370502389918909,4
66243e185353563a,pc_mts,0.006001438614246624,16,1,-0.0,1
cde84b97e6505437,score,0.1610153635373302,16,16,1.4898487964741864,5
cde84b97e6505437,pareto,0.1610153635373302,16,16,1.4898487964741864,5
cde84b97e6505437,gt_distance,0.1610153635373302,16,16,1.4898487964741864,5
cde84b97e6505437,pc_mts,0.003084853342248297,8,1,-0.0,1
d968f9c81b945be1,score,0.04856387078288514,16,16,-0.0,1
d968f9c81b945be1,pareto,0.42933611067412214,16,16,1.474056825273205,5
d968f9c81b945be1,gt_distance,0.32507391428367427,16,16,1.4614721293040243,5
d968f9c81b945be1,pc_mts,0.1717192614621116,16,16,0.8305236914828464,3
0a87bb919dbb58b6,score,0.14176703292727433,16,16,1.0397207708399179,3
0a87bb919dbb58b6,pareto,0.14176703292727433,16,16,1.0397207708399179,3
0a87bb919dbb58b6,gt_distance,0.14798504217809447,16,16,0.6615632381579821,2
0a87bb919dbb58b6,pc_mts,0.005926769064220984,16,1,-0.0,1
fe5811497ace53af,score,0.40823690426626374,16,16,1.1900763072081852,5
fe5811497ace53af,pareto,0.40823690426626374,16,16,1.1900763072081852,5
fe5811497ace53af,gt_distance,0.1977003483916812,16,16,1.5437891850588954,5
fe5811497ace53af,pc_mts,0.005895781885748178,16,1,-0.0,1
1734440b807a58ef,score,0.7194892634509048,16,16,1.229918603764207,5
1734440b807a58ef,pareto,0.7194892634509048,16,16,1.229918603764207,5
1734440b807a58ef,gt_distance,0.17920136767733316,16,16,1.0397207708399179,3
1734440b807a58ef,pc_mts,0.0059715232917545765,16,1,-0.0,1
480434fc72d455af,score,0.17085365306279368,16,16,-0.0,1
480434fc72d455af,pareto,0.40305544206340344,16,16,1.0239287996389363,3
480434fc72d455af,gt_distance,0.20323727495222593,16,16,1.18030455699462,4
480434fc72d455af,pc_mts,0.00591339535292756,16,1,-0.0,1
cb8e247140d55ab2,score,0.14762558245151852,16,16,1.2820462400528454,4
cb8e247140d55ab2,pareto,0.14762558245151852,16,16,1.2820462400528454,4
cb8e247140d55ab2,gt_distance,0.1892324771056805,16,16,1.040839837423239,4
cb8e247140d55ab2,pc_mts,0.006083442843123347,16,1,-0.0,1
095770e79ccf5d82,score,0.05093330510886263,16,16,-0.0,1
095770e79ccf5d82,pareto,0.49944001140170863,16,16,1.7214023220140038,7
095770e79ccf5d82,gt_distance,0.33761548036982875,16,16,1.749778989184166,7
095770e79ccf5d82,pc_mts,0.19993311025116314,16,16,0.37677016125643675,2
d7f25a0ac141583a,score,0.18141736061781233,16,16,-0.0,1
d7f25a0ac141583a,pareto,0.29064459486404776,16,16,1.2440166957928942,5
d7f25a0ac141583a,gt_distance,0.12169136020828164,16,16,1.370502389918909,4
d7f25a0ac141583a,pc_mts,0.005957340420637227,16,1,-0.0,1
4b0df2804f165dda,score,0.17297434821781899,16,16,-0.0,1
4b0df2804f165dda,pareto,0.20250748084989662,16,16,0.37677016125643675,2
4b0df2804f165dda,gt_distance,0.24242247308512171,16,16,1.0239287996389363,3
4b0df2804f165dda,pc_mts,0.005933010961647824,16,1,-0.0,1
ab6ba1da1dd8592b,score,0.08238282215539626,16,16,-0.0,1
ab6ba1da1dd8592b,pareto,0.11941181625324229,16,16,-0.0,1
ab6ba1da1dd8592b,gt_distance,0.07811939696257508,16,16,-0.0,1
ab6ba1da1dd8592b,pc_mts,0.06572604664218125,16,7,-0.0,1
3feb7781f83754a7,score,0.050851783458549245,16,16,-0.0,1
3feb7781f83754a7,pareto,0.35335864551195045,16,16,1.6674619334292948,6
3feb7781f83754a7,gt_distance,0.35335864551195045,16,16,1.6674619334292948,6
3feb7781f83754a7,pc_mts,0.17451481364762494,16,16,-0.0,1
6f471ee76c595c92,score,0.051927753970094415,16,16,-0.0,1
6f471ee76c595c92,pareto,0.35520120804128674,16,16,1.5977295736436044,7
6f471ee76c595c92,gt_distance,0.35520120804128674,16,16,1.5977295736436044,7
6f471ee76c595c92,pc_mts,0.11587696812861652,16,16,0.8222653373287878,4
32516745ea1b59ef,score,0.17149563544410587,16,16,-0.0,1
32516745ea1b59ef,pareto,0.34319353124801244,16,16,1.1601862439785164,5
32516745ea1b59ef,gt_distance,0.11023899495808104,16,16,-0.0,1
32516745ea1b59ef,pc_mts,0.006103110373136387,16,1,-0.0,1
a65dd6d24f575771,score,0.1206921484251826,16,16,1.7170759801988817,6
a65dd6d24f575771,pareto,0.1206921484251826,16,16,1.7170759801988817,6
a65dd6d24f575771,gt_distance,0.07678607189676787,16,16,0.6931471805599453,2
a65dd6d24f575771,pc_mts,0.006210466008636375,16,1,-0.0,1
9ce305abb88f5ad0,score,0.45473220540672477,16,16,0.2337916587064593,2
9ce305abb88f5ad0,pareto,0.45473220540672477,16,16,0.2337916587064593,2
9ce305abb88f5ad0,gt_distance,0.16227848048018098,16,16,0.5623351446188083,2
9ce305abb88f5ad0,pc_mts,0.0058570066108638965,16,1,-0.0,1
7af6867add5b5f2c,score,0.15884106458748798,16,16,-0.0,1
7af6867add5b5f2c,pareto,0.15884106458748798,16,16,-0.0,1
7af6867add5b5f2c,gt_distance,0.1611222042852771,16,16,0.8314025204956377,3
7af6867add5b5f2c,pc_mts,0.005784526374707738,16,1,-0.0,1
b65e09c4d8125da0,score,0.21028305785030804,16,16,0.4825775651770121,2
b65e09c4d8125da0,pareto,0.21028305785030804,16,16,0.4825775651770121,2
b65e09c4d8125da0,gt_distance,0.08441649159083556,16,16,0.8815322611881637,3
b65e09c4d8125da0,pc_mts,0.006097018150155986,16,1,-0.0,1
cbe1e93e188f5490,score,0.16813633659608065,16,16,-0.0,1
cbe1e93e188f5490,pareto,0.16813633659608065,16,16,-0.0,1
cbe1e93e188f5490,gt_distance,0.1556863918108035,16,16,0.2337916587064593,2
cbe1e93e188f5490,pc_mts,0.10830173484214756,16,2,-0.0,1
6ca6a1a4f3dc5d85,score,0.10092433533781234,16,16,0.7774621319109288,3
6ca6a1a4f3dc5d85,pareto,0.10092433533781234,16,16,0.7774621319109288,3
6ca6a1a4f3dc5d85,gt_distance,0.10092433533781234,16,16,0.7774621319109288,3
6ca6a1a4f3dc5d85,pc_mts,0.00591247675244251,16,1,-0.0,1
0ee58e583be85ffb,score,0.18816045223668496,16,16,0.7774621319109288,3
0ee58e583be85ffb,pareto,0.18816045223668496,16,16,0.7774621319109288,3
0ee58e583be85ffb,gt_distance,0.10259717032497541,16,16,1.7170759801988817,6
0ee58e583be85ffb,pc_mts,0.005761297743919524,16,1,-0.0,1
a28a2771a9fa5c1d,score,0.05082408311435751,16,16,-0.0,1
a28a2771a9fa5c1d,pareto,0.4467380094478441,16,16,1.6674619334292948,7
a28a2771a9fa5c1d,gt_distance,0.37716966103902805,16,16,1.9600951351245586,8
a28a2771a9fa5c1d,pc_mts,0.15552244301338422,16,16,0.37677016125643675,2
488e4248a8985e5a,score,0.049963740310874825,16,16,-0.0,1
488e4248a8985e5a,pareto,0.3876774790098761,16,16,1.6347589244440106,6
488e4248a8985e5a,gt_distance,0.30386887110126076,16,16,1.803719377768875,7
488e4248a8985e5a,pc_mts,0.11065661050402459,16,16,0.2337916587064593,2
0beb530925b9514b,score,0.05192755627263777,16,16,-0.0,1
0beb530925b9514b,pareto,0.409925846826163,16,16,1.8364223867541591,8
0beb530925b9514b,gt_distance,0.4169525364674371,16,16,1.5808185358593017,6
0beb530925b9514b,pc_mts,0.1683827091011125,16,16,1.1246702892376168,4
29b53c57c19b57fe,score,0.2344788425703397,16,16,-0.0,1
29b53c57c19b57fe,pareto,0.2344788425703397,16,16,-0.0,1
29b53c57c19b57fe,gt_distance,0.1904411286394666,16,16,1.1432752061942137,4
29b53c57c19b57fe,pc_mts,0.005919087258854731,16,1,-0.0,1
2639525675535145,score,0.05022064728355583,16,16,-0.0,1
2639525675535145,pareto,0.47138605607600415,16,16,1.749778989184166,7
2639525675535145,gt_distance,0.3750185894252424,16,16,1.803719377768875,7
2639525675535145,pc_mts,0.15151409513103792,16,16,1.2281058514681364,4
9a83782a2cf85611,score,0.22408726022387981,16,16,-0.0,1
9a83782a2cf85611,pareto,0.3454702977477936,16,16,0.7029189307735104,3
9a83782a2cf85611,gt_distance,0.16499074313548143,16,16,1.0609581504393426,4
9a83782a2cf85611,pc_mts,0.0056117677939592795,16,1,-0.0,1
cd01f21ff39d541a,score,0.051642982461847696,16,16,-0.0,1
cd01f21ff39d541a,pareto,0.3505320699321745,16,16,1.42876912031874,6
cd01f21ff39d541a,gt_distance,0.3505320699321745,16,16,1.42876912031874,6
cd01f21ff39d541a,pc_mts,0.06454761068436347,16,16,-0.0,1
facaaf8c0e8c5c65,score,0.049989991875370426,16,16,-0.0,1
facaaf8c0e8c5c65,pareto,0.4129327018718777,16,16,1.5808185358593017,6
facaaf8c0e8c5c65,gt_distance,0.399324646358451,16,16,1.5808185358593017,6
facaaf8c0e8c5c65,pc_mts,0.11691082035339476,16,16,0.2337916587064593,2
88757fb00fda507b,score,0.8963731514746746,16,16,0.37677016125643675,2
88757fb00fda507b,pareto,1.440324437623955,16,16,1.3208883431493221,4
88757fb00fda507b,gt_distance,0.20834452036353804,16,16,1.2996509635498974,5
88757fb00fda507b,pc_mts,0.005937490163539835,16,1,-0.0,1
e9f4daa7d910568c,score,0.051842486877551656,16,16,-0.0,1
e9f4daa7d910568c,pareto,0.31284895017965453,16,16,1.331660286822432,5
e9f4daa7d910568c,gt_distance,0.30971938728392273,16,16,1.331660286822432,5
e9f4daa7d910568c,pc_mts,0.005889025345392799,16,1,-0.0,1
d6bb0cea4dbd5b44,score,0.10956275267374986,16,16,0.46341355882643,3
d6bb0cea4dbd5b44,pareto,0.10956275267374986,16,16,0.46341355882643,3
d6bb0cea4dbd5b44,gt_distance,0.10956275267374986,16,16,0.46341355882643,3
d6bb0cea4dbd5b44,pc_mts,0.006053069437665666,16,1,-0.0,1
efad2708409b5834,score,0.05256719376306847,16,16,-0.0,1
efad2708409b5834,pareto,0.39904788273911695,16,16,1.5934032318284823,6
efad2708409b5834,gt_distance,0.366583584739453,16,16,1.5808185358593017,6
efad2708409b5834,pc_mts,0.11276488132541443,16,16,-0.0,1
3a4cfdd4bfa55a5e,score,0.3439856487657111,16,16,1.5110861760736112,5
3a4cfdd4bfa55a5e,pareto,0.3439856487657111,16,16,1.5110861760736112,5
3a4cfdd4bfa55a5e,gt_distance,0.09953972875194493,16,16,1.5808185358593017,5
3a4cfdd4bfa55a5e,pc_mts,0.0026381716905962073,16,1,-0.0,1
e926ec6a69cc575c,score,0.46070300112682927,16,16,1.2130075659799042,4
e926ec6a69cc575c,pareto,0.46070300112682927,16,16,1.2130075659799042,4
e926ec6a69cc575c,gt_distance,0.2075925243496382,16,16,1.4614721293040243,5
e926ec6a69cc575c,pc_mts,0.0059454857480356295,16,1,-0.0,1
b6093d9c703e54b1,score,0.05022905612792631,16,16,-0.0,1
b6093d9c703e54b1,pareto,0.5874193852336292,16,16,1.5764921940441796,6
b6093d9c703e54b1,gt_distance,0.3113847533262481,16,16,1.2123138802671547,4
b6093d9c703e54b1,pc_mts,0.17898190389819593,16,16,-0.0,1
d58eb13402485ae7,score,0.04854290874117731,16,16,-0.0,1
d58eb13402485ae7,pareto,0.3872455065061054,16,16,1.4614721293040243,5
