token,distribution,p0,p5,p25,p50,p75,p95,p99,p100,count,exceeds_V1_self_max
23e39302332152b2,V1_IL_self_KNN,0.039346035569906235,0.04504703637212515,0.05275561287999153,0.05912742018699646,0.06784901395440102,0.10468740127980702,0.1730238676071165,0.22113843262195587,64,
23e39302332152b2,V1_candidate_KNN,0.0863660474872096,0.08989745541875312,0.11282125708352118,0.1284643124000413,0.6481380788192527,0.9026557030361821,1.304567544564225,1.6239611437363095,128,0.390625
23e39302332152b2,V2_IL_Q_to_R_KNN,0.030254071578383446,0.03824682869017124,0.04347448144108057,0.050817906856536865,0.05891651287674904,0.08192739523947234,0.11328947037458424,0.16807445883750916,128,
23e39302332152b2,V2_candidate_KNN,0.03624531944865631,0.04616501235494867,0.0771251041273443,0.11523657009992125,0.41354298372119813,0.7957163712002809,0.9329830335647631,0.9768816052980235,192,
23e39302332152b2,V2_Q_mahalanobis,1.879617372234369,2.2526045150999603,2.6759378752323495,3.176820160269709,3.5677094991896507,4.097984151450792,4.550032585055095,4.770993506530159,128,
411a748874035630,V1_IL_self_KNN,0.026616234332323074,0.03164216596633196,0.03633718378841877,0.04202880151569843,0.04826210159808397,0.07632779479026794,0.08747359298169607,0.10122165828943253,64,
411a748874035630,V1_candidate_KNN,0.18427592562203804,0.20748563601974473,0.23466826322956796,0.2615770012998415,0.3103274740542608,0.42052769106673865,0.44581379936776555,0.48461318542243104,128,1.0
411a748874035630,V2_IL_Q_to_R_KNN,0.02531106397509575,0.02788334432989359,0.03287664242088795,0.03704013675451279,0.04402596317231655,0.05486115179955958,0.09368363603949548,0.12992878258228302,128,
411a748874035630,V2_candidate_KNN,0.02654781742088222,0.035489168026686675,0.11396193087333037,0.20848980220836288,0.24400744637587274,0.36982352079433445,0.40886097240593317,0.42994081931788813,192,
411a748874035630,V2_Q_mahalanobis,1.6914520826755528,2.1386200608474706,2.6165901013420503,2.9656323913023757,3.2725057692801007,3.8147741701232993,4.447354799766405,4.600332603203205,128,
79ebfc1d85bf5a51,V1_IL_self_KNN,0.014424702152609825,0.016842023096978666,0.02097259648144245,0.02324326243251562,0.02763647260144353,0.03956968113780022,0.05439359106123441,0.07039419561624527,64,
79ebfc1d85bf5a51,V1_candidate_KNN,0.24355334291478115,0.2657477641334643,0.41756319431313416,0.5395013859204996,0.5768236700475946,0.6411897374741651,0.7046592325122578,0.7187964439021013,128,1.0
79ebfc1d85bf5a51,V2_IL_Q_to_R_KNN,0.014244860038161278,0.016649018693715333,0.018888444174081087,0.021885196678340435,0.024200753308832645,0.031545340456068514,0.0383843270689249,0.04002808779478073,128,
79ebfc1d85bf5a51,V2_candidate_KNN,0.017148094023023232,0.02011351116467415,0.12563093003281384,0.30854362708874017,0.5357132894331763,0.6130523931812925,0.668632331382135,0.74180479941208,192,
79ebfc1d85bf5a51,V2_Q_mahalanobis,1.4858584456146038,2.0709413028917987,2.5131750226084932,2.9206020592978854,3.2881972362942418,3.948440257574456,4.466923647968336,4.673882346153076,128,
40808270ce205b83,V1_IL_self_KNN,0.02493749000132084,0.027457721065729856,0.03407874796539545,0.03904908522963524,0.047853339463472366,0.061639201268553725,0.07967521198093891,0.08169727772474289,64,
40808270ce205b83,V1_candidate_KNN,0.21608508232934817,0.3163335021104854,0.3548403461902739,0.4511703451699861,0.6544051334569931,1.0913603013805033,1.2331504450091728,1.284733498315002,128,1.0
40808270ce205b83,V2_IL_Q_to_R_KNN,0.020209133625030518,0.023249970842152835,0.02758859982714057,0.03242647275328636,0.039645273238420486,0.05752838142216206,0.07513707734644415,0.0787309855222702,128,
40808270ce205b83,V2_candidate_KNN,0.02640540147221352,0.03158801588085827,0.15278675410807763,0.3270846053163961,0.4612024274911315,0.9579256212208072,1.1318131168664451,1.2382093435628192,192,
40808270ce205b83,V2_Q_mahalanobis,1.4342963625447538,2.025696540115981,2.575479991486543,2.903491629931477,3.3226146163786447,4.142843249644102,4.3639399649220625,4.956391270251935,128,
86208267d61253c0,V1_IL_self_KNN,0.029347863048315048,0.03344761524349451,0.03794520068913698,0.044464120641350746,0.05054669268429279,0.0815221220254898,0.1003501169383525,0.12102852016687393,64,
86208267d61253c0,V1_candidate_KNN,0.09873136476364483,0.10682261704696219,0.11908590584385387,0.264272527052007,0.5521193702191836,0.6204591473103364,0.6847262522970322,0.7172020284280342,128,0.71875
86208267d61253c0,V2_IL_Q_to_R_KNN,0.028001049533486366,0.03024267740547657,0.034801614470779896,0.03839034028351307,0.04344103764742613,0.05915781892836093,0.0813750917464495,0.13186445832252502,128,
86208267d61253c0,V2_candidate_KNN,0.03256862982184668,0.03779844061936047,0.09302310232300309,0.1318812883942747,0.29952404197087723,0.5806940856144127,0.6543658521951912,0.6772469847895166,192,
86208267d61253c0,V2_Q_mahalanobis,2.0234634390328554,2.293523885194165,2.7071300299204313,3.0910954434026596,3.553684480393727,4.072654782090918,4.349382616450492,4.537543718226051,128,
f8268857204e554e,V1_IL_self_KNN,0.03265316039323807,0.03910969272255897,0.04563058540225029,0.05092926509678364,0.0649439450353384,0.08900233693420884,0.10387465812265867,0.1202649474143982,64,
f8268857204e554e,V1_candidate_KNN,0.17779195686477772,0.2011330425360826,0.21502048264906584,0.24278428067524943,0.349155544957443,0.5902025432511903,0.6887413954116735,0.7893526482804992,128,1.0
f8268857204e554e,V2_IL_Q_to_R_KNN,0.030855422839522362,0.033635054528713224,0.03874779026955366,0.04315580427646637,0.04852381721138954,0.06590098701417442,0.0765309336781502,0.09306176751852036,128,
f8268857204e554e,V2_candidate_KNN,0.03257692379241269,0.039004073052943185,0.10977952237452249,0.2102304987943509,0.27081311062563,0.47755412337804737,0.6255041339580143,0.6839443851323217,192,
f8268857204e554e,V2_Q_mahalanobis,1.6381648332771503,1.8147687152555732,2.3993295332197144,2.7659253490097395,3.0806590942823755,3.5324080524216592,3.818709687001374,4.385556107190637,128,
1bf169a6aaf65858,V1_IL_self_KNN,0.026845848187804222,0.028028925694525243,0.03221701364964247,0.03603195771574974,0.04277157038450241,0.059430844150483594,0.06530327219516037,0.0707191601395607,64,
1bf169a6aaf65858,V1_candidate_KNN,0.05365623076560151,0.061551263068167605,0.07063759074841082,0.16450421623663475,0.40892406767384704,0.6666589690739635,0.7373868372917337,0.7569960650400859,128,0.7421875
1bf169a6aaf65858,V2_IL_Q_to_R_KNN,0.023597577586770058,0.026486992463469507,0.029115124605596066,0.031249046325683594,0.035672920756042004,0.04542850181460378,0.05979528114199642,0.06469082832336426,128,
1bf169a6aaf65858,V2_candidate_KNN,0.02499788427548029,0.029976758274282315,0.05452379578040168,0.0872037914094549,0.25039130329731035,0.6012981646646659,0.6613043631007454,0.7107064806366293,192,
1bf169a6aaf65858,V2_Q_mahalanobis,1.8943176814417149,2.314589869694122,2.635950880983704,2.942050459367575,3.4045636212323163,4.0690211742208096,4.330202076882707,4.399521623495972,128,
3764407c90d65df3,V1_IL_self_KNN,0.014309609308838844,0.014848153805360198,0.0171607774682343,0.019090360961854458,0.022551361937075853,0.0320187079720199,0.0749013308435676,0.13496068120002747,64,
3764407c90d65df3,V1_candidate_KNN,0.02806105368779595,0.08098797521999426,0.1471493284078278,0.2001087905076238,0.2605554158081259,0.298251394453443,0.31164591657164276,0.316882668173292,128,0.7578125
3764407c90d65df3,V2_IL_Q_to_R_KNN,0.011190837249159813,0.013378416420891881,0.01586296083405614,0.01747554261237383,0.02053892705589533,0.02704630056396125,0.0699259990453721,0.08422424644231796,128,
3764407c90d65df3,V2_candidate_KNN,0.013100346875230687,0.015473267962041059,0.04603976654070242,0.10129948647415943,0.1853075057072542,0.2691599825433544,0.29467551918394985,0.30048668189911965,192,
3764407c90d65df3,V2_Q_mahalanobis,1.2510911441868138,1.8800768852487635,2.320032560736203,2.649042667598458,3.024372296668788,3.4861988179998638,4.024104106160833,4.480909597541441,128,
38cfd81687975661,V1_IL_self_KNN,0.04720905423164368,0.04966777991503477,0.0633979607373476,0.06820066273212433,0.08774658106267452,0.112911082431674,0.13306947141885753,0.14562122523784637,64,
38cfd81687975661,V1_candidate_KNN,0.11222347490356321,0.15851822981192185,0.19292413735679617,0.38372559195939804,0.5799032256490784,1.9631950085796965,2.1623917528097825,2.2668288933009597,128,0.9609375
38cfd81687975661,V2_IL_Q_to_R_KNN,0.044531237334012985,0.048974342085421084,0.0573766240850091,0.06348472461104393,0.07187034748494625,0.09179871864616866,0.11851967595517636,0.1198926791548729,128,
38cfd81687975661,V2_candidate_KNN,0.04822545447324024,0.05762306539842477,0.11970435024645683,0.18622027920815099,0.43825195580382653,1.6837587452348253,2.06251583913713,2.1355467547860374,192,
38cfd81687975661,V2_Q_mahalanobis,1.5804253072360643,2.441661917610061,2.960545612368498,3.3451040903771654,3.8240674664911167,4.356814532407065,4.843694380685354,4.977232320179204,128,
42e6895442ab5601,V1_IL_self_KNN,0.018479561433196068,0.022415469214320183,0.02603328786790371,0.030678180046379566,0.04020674154162407,0.05915587581694125,0.08051192581653589,0.09312034398317337,64,
42e6895442ab5601,V1_candidate_KNN,0.09212446029599217,0.14833368262222724,0.21043170219836213,0.2974308258184321,0.48908025057948135,0.5709586886481713,0.601996188035714,0.6093684271803308,128,0.9921875
42e6895442ab5601,V2_IL_Q_to_R_KNN,0.018108190968632698,0.019660907611250878,0.022218686062842607,0.02641241531819105,0.030796424951404333,0.0525290975347161,0.07635560289025309,0.09435213357210159,128,
42e6895442ab5601,V2_candidate_KNN,0.015520205666733039,0.024052099492639964,0.11345764627344411,0.1859372806284033,0.30417761577779023,0.5318191660100244,0.589887616016586,0.6120689249502884,192,
42e6895442ab5601,V2_Q_mahalanobis,1.6501906214809343,1.90420933961857,2.278420525469283,2.658083840920666,3.0582845154079346,3.825838912426157,4.276806806699552,4.602764746547892,128,
b34272d337d350d2,V1_IL_self_KNN,0.02426936849951744,0.027661681547760962,0.03455400373786688,0.04138173349201679,0.04877103865146637,0.06337243523448703,0.09442231923341743,0.11634721606969833,64,
b34272d337d350d2,V1_candidate_KNN,0.2984724420120972,0.38641654139879134,0.47186060937644986,1.1824012087156506,1.3920740392707147,1.4574214342754885,1.5390719206620989,1.5685953608296783,128,1.0
b34272d337d350d2,V2_IL_Q_to_R_KNN,0.02450086735188961,0.026423844508826733,0.031013299245387316,0.03543789125978947,0.04394224099814892,0.059446258097887,0.06430737666785717,0.06771890074014664,128,
b34272d337d350d2,V2_candidate_KNN,0.026234646996382577,0.03219849995421985,0.2538060663546797,0.46341953901569866,1.1921476859061073,1.3941006633963449,1.4602172008526815,1.586525208191491,192,
b34272d337d350d2,V2_Q_mahalanobis,1.7581206802554412,2.087146150083354,2.509528303758108,2.897165675004575,3.262457908257396,3.8367938453967656,4.345173260118742,4.525092179196076,128,
b23ede9a183b5b71,V1_IL_self_KNN,0.025996500626206398,0.028955467510968447,0.034005564637482166,0.03826840780675411,0.045899211429059505,0.06221585925668477,0.07212099656462664,0.08347634971141815,64,
b23ede9a183b5b71,V1_candidate_KNN,0.17118921649049473,0.24046011470974302,0.2652874442669796,0.31335334853324737,0.3980275961495381,1.1036843773587892,1.2062884793610265,1.2275923753371976,128,1.0
b23ede9a183b5b71,V2_IL_Q_to_R_KNN,0.018355876207351685,0.0248127568513155,0.02898779883980751,0.03369048796594143,0.03858601860702038,0.05409369301050901,0.0684756424278021,0.08404083549976349,128,
b23ede9a183b5b71,V2_candidate_KNN,0.02030200289123798,0.03140045696127095,0.12251763665092681,0.2161400648317831,0.29488002392323087,0.8803356783378465,1.0981149296900998,1.1716376085616385,192,
b23ede9a183b5b71,V2_Q_mahalanobis,1.104898065590219,1.4808371736314405,2.0768520334037164,2.5094271722460353,2.821670442329608,3.2641780817876,3.969146454317665,4.139233250026563,128,
fff951eab9f45288,V1_IL_self_KNN,0.026787186041474342,0.028368277102708818,0.03433882538229227,0.039906201884150505,0.047319390811026096,0.0631134547293186,0.06970482572913166,0.07896292209625244,64,
fff951eab9f45288,V1_candidate_KNN,0.04661092342410441,0.06809095411825453,0.0869051107928493,0.11338099750854277,0.9094366721697337,1.0359321731666462,1.0564672021170012,1.0705630118258946,128,0.828125
fff951eab9f45288,V2_IL_Q_to_R_KNN,0.024096745997667313,0.02634674683213234,0.029601355083286762,0.034580230712890625,0.04010709095746279,0.06321962513029564,0.07843253277242186,0.08006088435649872,128,
fff951eab9f45288,V2_candidate_KNN,0.026272065971185466,0.0351558578691175,0.05630402726745259,0.08872550026694254,0.4633380301912177,1.0085565337578386,1.0459131188514186,1.0504030832359912,192,
fff951eab9f45288,V2_Q_mahalanobis,1.3199043561818604,2.222510795297589,2.5881285115695367,2.9290858727122457,3.297541773152101,3.8268580195076973,4.421445177444676,4.538512613773897,128,
4fa9113617d254d4,V1_IL_self_KNN,0.026489656418561935,0.028679601103067397,0.033026023767888546,0.03647219203412533,0.0426460187882185,0.07364599891006944,0.0914175989478826,0.10608470439910889,64,
4fa9113617d254d4,V1_candidate_KNN,0.0972355190149694,0.10200581232913424,0.129633200511918,0.1536076159092261,0.23149616571963594,0.37380065134492124,0.4420472319741627,0.5118423683216806,128,0.9296875
4fa9113617d254d4,V2_IL_Q_to_R_KNN,0.02112596109509468,0.022468445356935263,0.0261945896781981,0.02923724427819252,0.03507473412901163,0.045876423642039296,0.05302141945809126,0.06269972026348114,128,
4fa9113617d254d4,V2_candidate_KNN,0.02249645266562745,0.027975712483900714,0.05983573171186521,0.11239947111442256,0.14915199289963216,0.26606687298372994,0.3272698335877798,0.372945029967947,192,
