metric,comparison,n_scenes,delta,CI95_low,CI95_high,positive_scene_fraction
pdms,pc_mts - score,6,-0.04353160823036717,-0.11403501184147065,0.024303469786516985,0.16666666666666666
pdms,pc_mts - pareto,89,-0.0029933561201559494,-0.008679053656174114,0.0015641662121702008,0.011235955056179775
pdms,pc_mts - gt_distance,88,0.10591325345510795,-0.0034922136338092795,0.3226344085910008,0.022727272727272728
E_rec,pc_mts - score,3,3.1612347811460495e-05,-0.05709708482027054,0.036182258278131485,0.6666666666666666
E_rec,pc_mts - pareto,41,-0.08583187988875964,-0.11855400679532696,-0.05449800102318433,0.17073170731707318
E_rec,pc_mts - gt_distance,37,-0.08084213980935044,-0.11455005138485298,-0.04897445929238808,0.1891891891891892
return_rate,pc_mts - score,3,-0.00694444444444442,-0.08333333333333326,0.10416666666666663,0.3333333333333333
return_rate,pc_mts - pareto,41,0.15364401858304297,0.07692895857530005,0.2358434959349594,0.6097560975609756
return_rate,pc_mts - gt_distance,37,0.12772147147147148,0.056582207207207205,0.20511073573573577,0.6486486486486487
robust_radius,pc_mts - score,6,-0.002083333333333333,-0.012499999999999997,0.006249999999999999,0.16666666666666666
robust_radius,pc_mts - pareto,89,-0.006585518102372034,-0.023456616729088636,0.007710674157303379,0.0898876404494382
robust_radius,pc_mts - gt_distance,88,-0.025647095959595963,-0.04583451704545454,-0.007668876262626255,0.06818181818181818
local_feasible,pc_mts - score,6,0.0007233796296296132,-0.002604166666666685,0.005063657407407385,0.16666666666666666
local_feasible,pc_mts - pareto,89,-0.006167420932168125,-0.014175152153558052,0.0010341077559300803,0.10112359550561797
local_feasible,pc_mts - gt_distance,88,-0.015004866372053872,-0.023894018308080807,-0.0065705886994949485,0.09090909090909091
