method,candidate,bridge_alpha,is_fill,qualified,ood_filler,fallback_level,raw_index,pdms,feasible,d_GT,core,boundary,far,HQ_boundary,HQ_far,local_mean,local_P10,local_CVaR20,local_feasible,hard_failure,robust_radius,robustness_AUC,worst_direction_drop,policy_distance_knn,r_knn,q_holdout,mahalanobis,maha_ratio,maha_percentile,E_rec,return_rate,epsilon,Q_E_rec,E_rec_0,E_rec_1,E_rec_2,contrastive,n_scenes
gt_distance,7.5,0.49318367083735937,0.0,1.0,0.0,0.0,105.69802295918367,93.48935359056361,0.9631164965986394,0.3542205703263827,0.0975765306122449,0.11096938775510204,0.7914540816326531,0.025191326530612245,0.5098852040816326,90.49832255421609,83.13930137157115,79.88551153532254,0.9261355583900227,0.02950060232426304,0.40605867346938773,0.02910637186804079,4.790161389353406,0.29799225037243376,8.741984864522767,89.68771590667517,20.082778849128548,7.24548555845229,89.49157299638605,0.48042279428780627,0.5119495540691192,0.4260036746694092,0.1971536436706881,0.46905736115926183,0.4803023536068179,0.49190867027691426,0.08503401360544217,588
pareto,7.5,0.7082645589948962,0.0,1.0,0.0,0.0,120.47236394557824,95.553334038816,0.9491921768707483,0.9732995530278629,0.006271258503401361,0.016475340136054423,0.9772534013605442,0.01605017006802721,0.96609268707483,93.80532732599448,89.33264717402422,87.52375040716196,0.9272914895124718,0.01667906746031746,0.42890093537414964,0.016901150711398513,2.8548672040363234,0.7756885467838934,22.80787004288468,99.15173588966837,43.86888638268758,15.769448516130227,99.0686948607568,0.945343039383221,0.15778288740245264,0.4260036746694092,0.1971536436706881,0.9253909886973508,0.9461973425527306,0.9644407880419311,0.08503401360544217,588
pc_mts,7.5,0.2518518518518519,0.9375,0.0,0.0,4.133928571428571,2.8026147959183674,90.60380760968447,0.9343112244897959,0.4355326750857524,0.015518707482993197,0.9844812925170068,0.0,0.19462159863945577,0.0,86.99729725073406,77.49538168208657,74.01894768411853,0.8927862811791384,0.05324369331065759,0.3778061224489796,0.035514742437371453,5.909896212371666,0.047240626162694685,1.3358016974473552,81.2815555909864,3.4634053094079165,1.233173626311388,75.95264668367346,0.23905780970237303,0.8962862318840579,0.4260036746694092,0.1971536436706881,0.23536375526028894,0.23907004013333633,0.24273963348728209,0.08503401360544217,588
score,7.5,0.7181085780248461,0.0,1.0,0.0,0.0,111.59077380952381,95.9278481173682,0.9505739795918368,0.941449336065434,0.006802721088435374,0.01594387755102041,0.9772534013605442,0.01594387755102041,0.9772534013605442,93.99607221013106,89.28864944565339,87.46493418406924,0.9262595663265306,0.017148526077097506,0.4261267006802721,0.01868910551031725,3.1113928416956798,0.7692718656577275,22.71810483312869,99.12964697597789,43.46961829380469,15.623418917339407,99.1039042570153,0.9409868221240971,0.16116220735785952,0.4260036746694092,0.1971536436706881,0.9216696652490334,0.9424050878367408,0.9588857149591601,0.08503401360544217,588
