checkpoint,n_rollouts,repeat,pairwise_ADE,spread_auc,hit8_1
mts_8751,32,25,0.08386471,0.092254356,0.2705
mts_8751,32,26,0.084212564,0.09425461,0.27025
mts_8751,32,27,0.08322095,0.09440613,0.2725
mts_8751,32,28,0.085876696,0.09717696,0.27125
mts_8751,32,29,0.08238681,0.090793855,0.26775
mts_8751,32,30,0.0849838,0.09560851,0.2685
mts_8751,32,31,0.084248915,0.09556406,0.27175
mts_8751,32,32,0.08378199,0.09468641,0.27225
mts_8751,32,33,0.08152218,0.08908537,0.271
mts_8751,32,34,0.08363663,0.09399547,0.273
mts_8751,32,35,0.08178497,0.08920593,0.26825
mts_8751,32,36,0.08223006,0.08969136,0.2705
mts_8751,32,37,0.08407788,0.09293888,0.27175
mts_8751,32,38,0.08232574,0.09120472,0.2695
mts_8751,32,39,0.08295932,0.092254855,0.27325
mts_8751,32,40,0.08228126,0.08969452,0.2725
mts_8751,32,41,0.08465197,0.09509555,0.27025
mts_8751,32,42,0.08271329,0.09217984,0.2695
mts_8751,32,43,0.0823449,0.09186237,0.26825
mts_8751,32,44,0.07984215,0.08722092,0.26975
mts_8751,32,45,0.08078482,0.088059366,0.26975
mts_8751,32,46,0.08289195,0.0918224,0.27125
mts_8751,32,47,0.081161916,0.08612971,0.2675
mts_8751,32,48,0.08206299,0.08989329,0.2715
mts_8751,32,49,0.082873434,0.09334408,0.2695
mts_8751,32,50,0.08371967,0.09252388,0.2735
mts_8751,32,51,0.08323082,0.09243468,0.273
mts_8751,32,52,0.082899384,0.091646746,0.2695
mts_8751,32,53,0.08395409,0.094331354,0.273
mts_8751,32,54,0.08317256,0.09145068,0.27225
mts_8751,32,55,0.08358371,0.09244624,0.2705
mts_8751,32,56,0.085447386,0.09494995,0.274
mts_8751,32,57,0.082321756,0.089778915,0.27175
mts_8751,32,58,0.083373934,0.0917304,0.269
mts_8751,32,59,0.079263285,0.08463072,0.2675
mts_8751,32,60,0.08429175,0.09606669,0.27175
mts_8751,32,61,0.08392815,0.09275846,0.27025
mts_8751,32,62,0.08182132,0.088377,0.269
mts_8751,32,63,0.08398326,0.0942586,0.27225
mts_8751,32,64,0.08208187,0.09094367,0.26575
mts_8751,32,65,0.083840765,0.092759214,0.26975
mts_8751,32,66,0.08431214,0.09288476,0.269
mts_8751,32,67,0.0823335,0.09035188,0.27275
mts_8751,32,68,0.08210815,0.09074943,0.27325
mts_8751,32,69,0.08280886,0.0910002,0.271
mts_8751,32,70,0.08408231,0.094064906,0.271
mts_8751,32,71,0.0836715,0.09483923,0.26925
mts_8751,32,72,0.081134036,0.089686885,0.26725
mts_8751,32,73,0.08270082,0.091522865,0.27025
mts_8751,32,74,0.08454756,0.09484997,0.27
mts_8751,32,75,0.0845473,0.09528586,0.27175
mts_8751,32,76,0.08354826,0.092698514,0.271
mts_8751,32,77,0.084031574,0.09491259,0.26825
mts_8751,32,78,0.08378788,0.0931979,0.2675
mts_8751,32,79,0.08085951,0.089322075,0.267
mts_8751,32,80,0.08384608,0.09326121,0.2715
mts_8751,32,81,0.08296924,0.09137712,0.27
mts_8751,32,82,0.088007346,0.10191826,0.27525
mts_8751,32,83,0.08272171,0.09135648,0.271
mts_8751,32,84,0.08274946,0.09300177,0.2715
mts_8751,32,85,0.082165435,0.08979645,0.27125
mts_8751,32,86,0.08115487,0.08796253,0.269
mts_8751,32,87,0.08184111,0.08893612,0.27
mts_8751,32,88,0.08415353,0.09443788,0.272
mts_8751,32,89,0.08110381,0.08640392,0.265
mts_8751,32,90,0.08162742,0.08897373,0.2695
mts_8751,32,91,0.0850679,0.09687923,0.2725
mts_8751,32,92,0.08369448,0.093074985,0.27175
mts_8751,32,93,0.084205404,0.093828574,0.272
mts_8751,32,94,0.08343515,0.09112477,0.273
mts_8751,32,95,0.08358015,0.09403722,0.27325
mts_8751,32,96,0.08452701,0.09498327,0.27225
mts_8751,32,97,0.08291931,0.09003858,0.2705
mts_8751,32,98,0.08307525,0.09267427,0.26875
mts_8751,32,99,0.084111825,0.09443981,0.27375
mts_8751,64,0,0.083477005,0.09955557,0.2705
mts_8751,64,1,0.083477005,0.09955557,0.26975
mts_8751,64,2,0.083477005,0.09955557,0.27075
mts_8751,64,3,0.083477005,0.09955557,0.27175
mts_8751,64,4,0.083477005,0.09955557,0.271
mts_8751,64,5,0.083477005,0.09955557,0.27225
mts_8751,64,6,0.083477005,0.09955557,0.270875
mts_8751,64,7,0.083477005,0.09955557,0.27025
mts_8751,64,8,0.083477005,0.09955557,0.271625
mts_8751,64,9,0.083477005,0.09955557,0.271375
mts_8751,64,10,0.083477005,0.09955557,0.271125
mts_8751,64,11,0.083477005,0.09955557,0.27075
mts_8751,64,12,0.083477005,0.09955557,0.2715
mts_8751,64,13,0.083477005,0.09955557,0.271375
mts_8751,64,14,0.083477005,0.09955557,0.270375
mts_8751,64,15,0.083477005,0.09955557,0.272375
mts_8751,64,16,0.083477005,0.09955557,0.272375
mts_8751,64,17,0.083477005,0.09955557,0.27
mts_8751,64,18,0.083477005,0.09955557,0.271125
mts_8751,64,19,0.083477005,0.09955557,0.271125
mts_8751,64,20,0.083477005,0.09955557,0.27175
mts_8751,64,21,0.083477005,0.09955557,0.271875
mts_8751,64,22,0.083477005,0.09955557,0.2705
mts_8751,64,23,0.083477005,0.09955557,0.26975
mts_8751,64,24,0.083477005,0.09955557,0.271
mts_8751,64,25,0.083477005,0.09955557,0.2705
mts_8751,64,26,0.083477005,0.09955557,0.270875
mts_8751,64,27,0.083477005,0.09955557,0.272375
mts_8751,64,28,0.083477005,0.09955557,0.270625
mts_8751,64,29,0.083477005,0.09955557,0.270375
mts_8751,64,30,0.083477005,0.09955557,0.270125
mts_8751,64,31,0.083477005,0.09955557,0.270625
mts_8751,64,32,0.083477005,0.09955557,0.271125
mts_8751,64,33,0.083477005,0.09955557,0.2715
mts_8751,64,34,0.083477005,0.09955557,0.2725
mts_8751,64,35,0.083477005,0.09955557,0.2715
mts_8751,64,36,0.083477005,0.09955557,0.27175
mts_8751,64,37,0.083477005,0.09955557,0.27025
mts_8751,64,38,0.083477005,0.09955557,0.270125
mts_8751,64,39,0.083477005,0.09955557,0.271375
mts_8751,64,40,0.083477005,0.09955557,0.27075
mts_8751,64,41,0.083477005,0.09955557,0.270875
mts_8751,64,42,0.083477005,0.09955557,0.270875
mts_8751,64,43,0.083477005,0.09955557,0.270875
mts_8751,64,44,0.083477005,0.09955557,0.27125
mts_8751,64,45,0.083477005,0.09955557,0.27125
mts_8751,64,46,0.083477005,0.09955557,0.271375
mts_8751,64,47,0.083477005,0.09955557,0.27075
mts_8751,64,48,0.083477005,0.09955557,0.271375
mts_8751,64,49,0.083477005,0.09955557,0.271375
mts_8751,64,50,0.083477005,0.09955557,0.2715
mts_8751,64,51,0.083477005,0.09955557,0.272
mts_8751,64,52,0.083477005,0.09955557,0.271125
mts_8751,64,53,0.083477005,0.09955557,0.271125
mts_8751,64,54,0.083477005,0.09955557,0.27175
mts_8751,64,55,0.083477005,0.09955557,0.271875
mts_8751,64,56,0.083477005,0.09955557,0.27125
mts_8751,64,57,0.083477005,0.09955557,0.270875
mts_8751,64,58,0.083477005,0.09955557,0.2705
mts_8751,64,59,0.083477005,0.09955557,0.272375
mts_8751,64,60,0.083477005,0.09955557,0.27075
mts_8751,64,61,0.083477005,0.09955557,0.27
mts_8751,64,62,0.083477005,0.09955557,0.271375
mts_8751,64,63,0.083477005,0.09955557,0.2715
mts_8751,64,64,0.083477005,0.09955557,0.271
mts_8751,64,65,0.083477005,0.09955557,0.27125
mts_8751,64,66,0.083477005,0.09955557,0.269625
mts_8751,64,67,0.083477005,0.09955557,0.271375
mts_8751,64,68,0.083477005,0.09955557,0.271625
mts_8751,64,69,0.083477005,0.09955557,0.271
mts_8751,64,70,0.083477005,0.09955557,0.27025
mts_8751,64,71,0.083477005,0.09955557,0.27075
mts_8751,64,72,0.083477005,0.09955557,0.271
mts_8751,64,73,0.083477005,0.09955557,0.271125
mts_8751,64,74,0.083477005,0.09955557,0.270875
mts_8751,64,75,0.083477005,0.09955557,0.27175
mts_8751,64,76,0.083477005,0.09955557,0.271375
mts_8751,64,77,0.083477005,0.09955557,0.27025
mts_8751,64,78,0.083477005,0.09955557,0.27025
mts_8751,64,79,0.083477005,0.09955557,0.27125
mts_8751,64,80,0.083477005,0.09955557,0.271625
mts_8751,64,81,0.083477005,0.09955557,0.271125
mts_8751,64,82,0.083477005,0.09955557,0.27075
mts_8751,64,83,0.083477005,0.09955557,0.27175
mts_8751,64,84,0.083477005,0.09955557,0.2715
mts_8751,64,85,0.083477005,0.09955557,0.272
mts_8751,64,86,0.083477005,0.09955557,0.27075
mts_8751,64,87,0.083477005,0.09955557,0.2725
mts_8751,64,88,0.083477005,0.09955557,0.27125
mts_8751,64,89,0.083477005,0.09955557,0.27125
mts_8751,64,90,0.083477005,0.09955557,0.270375
mts_8751,64,91,0.083477005,0.09955557,0.272
mts_8751,64,92,0.083477005,0.09955557,0.27
mts_8751,64,93,0.083477005,0.09955557,0.270125
mts_8751,64,94,0.083477005,0.09955557,0.27075
mts_8751,64,95,0.083477005,0.09955557,0.271875
mts_8751,64,96,0.083477005,0.09955557,0.272625
mts_8751,64,97,0.083477005,0.09955557,0.27125
mts_8751,64,98,0.083477005,0.09955557,0.270625
mts_8751,64,99,0.083477005,0.09955557,0.270375
official_il,16,0,0.14556958,0.121697366,0.2875
official_il,16,1,0.14548998,0.121726304,0.281
official_il,16,2,0.14483707,0.121085525,0.289
official_il,16,3,0.14459543,0.120854095,0.295
official_il,16,4,0.14484042,0.12113599,0.2835
official_il,16,5,0.14494973,0.12131844,0.28
official_il,16,6,0.14526713,0.1214488,0.2825
official_il,16,7,0.14426415,0.12070267,0.285
official_il,16,8,0.14481926,0.121165395,0.2895
official_il,16,9,0.14427356,0.120727666,0.282
official_il,16,10,0.14443217,0.120751835,0.2845
official_il,16,11,0.14496243,0.121248,0.291
official_il,16,12,0.14532556,0.12161616,0.2855
official_il,16,13,0.14416276,0.12051238,0.279
official_il,16,14,0.14467597,0.12093274,0.285
official_il,16,15,0.14476135,0.12103291,0.2835
official_il,16,16,0.14548989,0.12176214,0.286
official_il,16,17,0.14518319,0.12145427,0.285
official_il,16,18,0.14422174,0.12062978,0.291
official_il,16,19,0.14381976,0.12026193,0.2875
official_il,16,20,0.14445151,0.120812014,0.2795
official_il,16,21,0.1440446,0.1203953,0.287
official_il,16,22,0.14570628,0.121826135,0.29
official_il,16,23,0.14405505,0.120499276,0.283
official_il,16,24,0.14572413,0.12184815,0.2845
official_il,16,25,0.14553486,0.121636145,0.287
official_il,16,26,0.14550762,0.12178332,0.2945
official_il,16,27,0.14408417,0.12060291,0.2765
official_il,16,28,0.14412342,0.12047668,0.282
official_il,16,29,0.14520352,0.12142667,0.282
official_il,16,30,0.14523612,0.121389166,0.279
official_il,16,31,0.14447309,0.120768905,0.2895
official_il,16,32,0.14528264,0.121493146,0.281
official_il,16,33,0.14417453,0.12052026,0.2855
official_il,16,34,0.14385614,0.12010215,0.2835
official_il,16,35,0.1439932,0.12043918,0.279
official_il,16,36,0.14480722,0.12104891,0.2865
official_il,16,37,0.14559199,0.12180697,0.2865
official_il,16,38,0.14359054,0.11999143,0.288
official_il,16,39,0.14543732,0.12159844,0.283
official_il,16,40,0.14468737,0.120911,0.2815
official_il,16,41,0.14533672,0.12162,0.289
official_il,16,42,0.14436735,0.1206795,0.2845
official_il,16,43,0.14534578,0.12156582,0.2885
official_il,16,44,0.14473782,0.12101305,0.285
official_il,16,45,0.14516614,0.12139266,0.2855
official_il,16,46,0.14479454,0.120991595,0.287
official_il,16,47,0.1446186,0.12098941,0.2815
official_il,16,48,0.14491668,0.12119213,0.29
official_il,16,49,0.14557634,0.12177654,0.286
official_il,16,50,0.14466262,0.121042505,0.291
official_il,16,51,0.14456679,0.1208446,0.2845
official_il,16,52,0.14414054,0.12035307,0.2815
official_il,16,53,0.14443003,0.12070382,0.2845
official_il,16,54,0.14501409,0.12118961,0.293
official_il,16,55,0.14357908,0.12018826,0.2775
official_il,16,56,0.14487511,0.121140085,0.2915
official_il,16,57,0.14446355,0.120732345,0.281
official_il,16,58,0.14450274,0.120865546,0.2845
official_il,16,59,0.14452878,0.12084376,0.284
official_il,16,60,0.14612426,0.122341804,0.2915
official_il,16,61,0.14502648,0.1211924,0.289
official_il,16,62,0.14409344,0.1206387,0.296
official_il,16,63,0.14569923,0.121810764,0.284
official_il,16,64,0.14480963,0.12097562,0.283
official_il,16,65,0.14498934,0.121200524,0.2825
official_il,16,66,0.14437467,0.1207656,0.293
official_il,16,67,0.14430799,0.12066602,0.291
official_il,16,68,0.14417651,0.120513566,0.2915
official_il,16,69,0.14526372,0.12148674,0.29
official_il,16,70,0.1441643,0.12054369,0.2845
official_il,16,71,0.14521138,0.121425994,0.285
official_il,16,72,0.14495175,0.12122111,0.2805
official_il,16,73,0.144444,0.120782025,0.2875
official_il,16,74,0.14403963,0.12037745,0.283
official_il,16,75,0.14579695,0.12194025,0.285
official_il,16,76,0.1435819,0.12001828,0.286
official_il,16,77,0.14514495,0.12130685,0.285
official_il,16,78,0.14456941,0.1209872,0.291
official_il,16,79,0.14456107,0.12095788,0.2855
official_il,16,80,0.14404412,0.12049824,0.288
official_il,16,81,0.14478984,0.12109549,0.2895
official_il,16,82,0.14466675,0.120930664,0.297
official_il,16,83,0.14486459,0.121133864,0.29
official_il,16,84,0.14534785,0.1214892,0.2835
official_il,16,85,0.14502037,0.12124902,0.293
official_il,16,86,0.14416003,0.12050713,0.287
official_il,16,87,0.14484017,0.12112907,0.2855
official_il,16,88,0.14574303,0.12191305,0.289
official_il,16,89,0.14429137,0.12061634,0.2815
official_il,16,90,0.14573486,0.121881604,0.284
official_il,16,91,0.14336458,0.119856074,0.2825
official_il,16,92,0.14464398,0.12095598,0.2805
official_il,16,93,0.14446725,0.12077364,0.2775
official_il,16,94,0.14559677,0.12173335,0.29
official_il,16,95,0.14353271,0.11996202,0.286
official_il,16,96,0.14472325,0.12096645,0.291
official_il,16,97,0.14435978,0.12080907,0.2905
official_il,16,98,0.14531165,0.12145037,0.2875
official_il,16,99,0.14491712,0.12115359,0.2895
official_il,32,0,0.14499654,0.12206133,0.2895
official_il,32,1,0.14524624,0.12228532,0.2865
official_il,32,2,0.14492229,0.122026086,0.28725
official_il,32,3,0.1445961,0.121692985,0.291
official_il,32,4,0.14522989,0.1222311,0.286
official_il,32,5,0.14447632,0.121602654,0.2835
official_il,32,6,0.14507535,0.122184694,0.2825
official_il,32,7,0.14449102,0.121617414,0.28425
official_il,32,8,0.14503466,0.122129016,0.28875
official_il,32,9,0.1445441,0.121681124,0.28425
official_il,32,10,0.14440848,0.12158657,0.28675
official_il,32,11,0.14465466,0.12179047,0.287
official_il,32,12,0.14493799,0.12201576,0.2865
official_il,32,13,0.14455386,0.12175235,0.28125
official_il,32,14,0.14499474,0.12199866,0.2875
official_il,32,15,0.14476556,0.12182483,0.2845
official_il,32,16,0.14516635,0.122201025,0.28725
official_il,32,17,0.14497913,0.12199237,0.28625
official_il,32,18,0.14473554,0.12187274,0.293
official_il,32,19,0.1449242,0.12202146,0.285
official_il,32,20,0.14455344,0.121656105,0.28675
official_il,32,21,0.14464168,0.12176366,0.2825
official_il,32,22,0.1451532,0.122150496,0.291
official_il,32,23,0.1445084,0.12168856,0.2865
official_il,32,24,0.14532273,0.122318655,0.283
official_il,32,25,0.14546947,0.122457564,0.28825
official_il,32,26,0.14492764,0.12207542,0.28525
official_il,32,27,0.14409892,0.12137181,0.281
official_il,32,28,0.1443762,0.12152973,0.28525
official_il,32,29,0.14463326,0.12175975,0.28375
official_il,32,30,0.14509782,0.122070014,0.285
official_il,32,31,0.14451633,0.12166603,0.28625
official_il,32,32,0.14538191,0.12239152,0.28375
official_il,32,33,0.14439277,0.12152019,0.2845
official_il,32,34,0.14442168,0.12145575,0.2895
official_il,32,35,0.14372699,0.12100632,0.28275
official_il,32,36,0.144666,0.12176633,0.285
official_il,32,37,0.1451021,0.122152455,0.28625
official_il,32,38,0.14428903,0.121449456,0.287
official_il,32,39,0.14524677,0.122270145,0.287
official_il,32,40,0.14451309,0.12165699,0.28175
official_il,32,41,0.14471245,0.121799454,0.2875
official_il,32,42,0.14536358,0.12231558,0.28625
official_il,32,43,0.14477623,0.12186422,0.28825
official_il,32,44,0.14494339,0.12196488,0.2855
official_il,32,45,0.14499086,0.12201986,0.285
official_il,32,46,0.14482224,0.12194643,0.2845
official_il,32,47,0.14462236,0.12175605,0.28275
official_il,32,48,0.1445423,0.12164153,0.28275
official_il,32,49,0.14519356,0.12225308,0.28975
official_il,32,50,0.14531805,0.12238162,0.2855
official_il,32,51,0.1447515,0.12188799,0.28625
official_il,32,52,0.14451848,0.12161253,0.27975
official_il,32,53,0.1449795,0.122063704,0.2865
official_il,32,54,0.14437245,0.121483766,0.28525
official_il,32,55,0.14473766,0.12183527,0.28675
official_il,32,56,0.14533848,0.12235683,0.29
official_il,32,57,0.14482681,0.12185342,0.28675
official_il,32,58,0.14510736,0.12220563,0.2875
official_il,32,59,0.14471129,0.121760495,0.286
official_il,32,60,0.14514738,0.12218191,0.287
official_il,32,61,0.14551008,0.12244464,0.2885
official_il,32,62,0.14490935,0.12204209,0.291
official_il,32,63,0.14522755,0.1222607,0.2865
official_il,32,64,0.14492959,0.12197154,0.283
official_il,32,65,0.14465852,0.12169505,0.28675
official_il,32,66,0.1446812,0.12177942,0.28975
official_il,32,67,0.14491765,0.122029975,0.28975
official_il,32,68,0.14477567,0.12187173,0.287
official_il,32,69,0.14487544,0.12197272,0.28825
official_il,32,70,0.14484425,0.121878296,0.28325
official_il,32,71,0.14488237,0.12195226,0.2835
official_il,32,72,0.14465646,0.12178224,0.28475
official_il,32,73,0.14462557,0.12170349,0.28775
official_il,32,74,0.1445452,0.121686436,0.283
official_il,32,75,0.14493966,0.12203536,0.28625
official_il,32,76,0.14402658,0.121207766,0.288
official_il,32,77,0.1451696,0.122169144,0.28625
official_il,32,78,0.1450082,0.12206413,0.2875
official_il,32,79,0.14501703,0.12212382,0.283
official_il,32,80,0.14431119,0.1214152,0.286
official_il,32,81,0.14493288,0.12196347,0.28675
official_il,32,82,0.14425087,0.12144757,0.29075
official_il,32,83,0.14482076,0.12189568,0.287
official_il,32,84,0.14485054,0.12194163,0.285
official_il,32,85,0.14469418,0.12178301,0.2905
official_il,32,86,0.1451774,0.12222723,0.288
official_il,32,87,0.1448957,0.122005135,0.28325
official_il,32,88,0.14519283,0.12219406,0.28625
official_il,32,89,0.14491633,0.12195816,0.287
official_il,32,90,0.14510924,0.12217439,0.28575
official_il,32,91,0.14418751,0.12134026,0.286
official_il,32,92,0.14430308,0.121514924,0.2845
official_il,32,93,0.14465037,0.12172964,0.2895
official_il,32,94,0.14523649,0.12225687,0.28925
official_il,32,95,0.14464052,0.12175458,0.2845
official_il,32,96,0.14466985,0.12179249,0.2875
official_il,32,97,0.14438267,0.121596076,0.28775
official_il,32,98,0.14451432,0.12156594,0.285
official_il,32,99,0.14460623,0.121681824,0.28325
official_il,64,0,0.14478979,0.12226869,0.288125
official_il,64,1,0.14478979,0.12226869,0.286375
official_il,64,2,0.14478979,0.12226869,0.288375
official_il,64,3,0.14478979,0.12226869,0.285875
official_il,64,4,0.14478979,0.12226869,0.286625
official_il,64,5,0.14478979,0.12226869,0.283875
official_il,64,6,0.14478979,0.12226869,0.286
official_il,64,7,0.14478979,0.12226869,0.2825
official_il,64,8,0.14478979,0.12226869,0.286875
official_il,64,9,0.14478979,0.12226869,0.2855
official_il,64,10,0.14478979,0.12226869,0.28625
official_il,64,11,0.14478979,0.12226869,0.286625
official_il,64,12,0.14478979,0.12226869,0.285375
official_il,64,13,0.14478979,0.12226869,0.283
official_il,64,14,0.14478979,0.12226869,0.2845
official_il,64,15,0.14478979,0.12226869,0.287375
official_il,64,16,0.14478979,0.12226869,0.289125
official_il,64,17,0.14478979,0.12226869,0.286875
official_il,64,18,0.14478979,0.12226869,0.2875
official_il,64,19,0.14478979,0.12226869,0.285375
official_il,64,20,0.14478979,0.12226869,0.2855
official_il,64,21,0.14478979,0.12226869,0.285875
official_il,64,22,0.14478979,0.12226869,0.286625
official_il,64,23,0.14478979,0.12226869,0.286125
official_il,64,24,0.14478979,0.12226869,0.28575
official_il,64,25,0.14478979,0.12226869,0.28575
official_il,64,26,0.14478979,0.12226869,0.285625
official_il,64,27,0.14478979,0.12226869,0.28475
official_il,64,28,0.14478979,0.12226869,0.2885
official_il,64,29,0.14478979,0.12226869,0.286
official_il,64,30,0.14478979,0.12226869,0.283625
official_il,64,31,0.14478979,0.12226869,0.287
official_il,64,32,0.14478979,0.12226869,0.284875
official_il,64,33,0.14478979,0.12226869,0.286625
official_il,64,34,0.14478979,0.12226869,0.287
official_il,64,35,0.14478979,0.12226869,0.28625
official_il,64,36,0.14478979,0.12226869,0.286875
official_il,64,37,0.14478979,0.12226869,0.28475
official_il,64,38,0.14478979,0.12226869,0.28625
official_il,64,39,0.14478979,0.12226869,0.288
official_il,64,40,0.14478979,0.12226869,0.285125
official_il,64,41,0.14478979,0.12226869,0.2865
official_il,64,42,0.14478979,0.12226869,0.28575
official_il,64,43,0.14478979,0.12226869,0.2855
official_il,64,44,0.14478979,0.12226869,0.2865
official_il,64,45,0.14478979,0.12226869,0.28625
official_il,64,46,0.14478979,0.12226869,0.2885
official_il,64,47,0.14478979,0.12226869,0.285625
official_il,64,48,0.14478979,0.12226869,0.286375
official_il,64,49,0.14478979,0.12226869,0.287625
official_il,64,50,0.14478979,0.12226869,0.286
official_il,64,51,0.14478979,0.12226869,0.286375
official_il,64,52,0.14478979,0.12226869,0.2835
official_il,64,53,0.14478979,0.12226869,0.28725
official_il,64,54,0.14478979,0.12226869,0.285625
official_il,64,55,0.14478979,0.12226869,0.286875
official_il,64,56,0.14478979,0.12226869,0.286
official_il,64,57,0.14478979,0.12226869,0.287
official_il,64,58,0.14478979,0.12226869,0.28425
official_il,64,59,0.14478979,0.12226869,0.287
official_il,64,60,0.14478979,0.12226869,0.28575
official_il,64,61,0.14478979,0.12226869,0.286125
official_il,64,62,0.14478979,0.12226869,0.285875
official_il,64,63,0.14478979,0.12226869,0.285625
official_il,64,64,0.14478979,0.12226869,0.286625
official_il,64,65,0.14478979,0.12226869,0.28625
official_il,64,66,0.14478979,0.12226869,0.2865
official_il,64,67,0.14478979,0.12226869,0.28875
official_il,64,68,0.14478979,0.12226869,0.28775
official_il,64,69,0.14478979,0.12226869,0.28575
official_il,64,70,0.14478979,0.12226869,0.28775
official_il,64,71,0.14478979,0.12226869,0.28725
official_il,64,72,0.14478979,0.12226869,0.2865
official_il,64,73,0.14478979,0.12226869,0.28575
official_il,64,74,0.14478979,0.12226869,0.2845
official_il,64,75,0.14478979,0.12226869,0.286
official_il,64,76,0.14478979,0.12226869,0.288
official_il,64,77,0.14478979,0.12226869,0.28725
official_il,64,78,0.14478979,0.12226869,0.28625
official_il,64,79,0.14478979,0.12226869,0.284875
official_il,64,80,0.14478979,0.12226869,0.28525
official_il,64,81,0.14478979,0.12226869,0.286
official_il,64,82,0.14478979,0.12226869,0.288125
official_il,64,83,0.14478979,0.12226869,0.28525
official_il,64,84,0.14478979,0.12226869,0.284875
official_il,64,85,0.14478979,0.12226869,0.28875
official_il,64,86,0.14478979,0.12226869,0.28475
official_il,64,87,0.14478979,0.12226869,0.285375
official_il,64,88,0.14478979,0.12226869,0.28575
official_il,64,89,0.14478979,0.12226869,0.286375
official_il,64,90,0.14478979,0.12226869,0.28475
official_il,64,91,0.14478979,0.12226869,0.2855
official_il,64,92,0.14478979,0.12226869,0.286375
official_il,64,93,0.14478979,0.12226869,0.28625
official_il,64,94,0.14478979,0.12226869,0.2865
official_il,64,95,0.14478979,0.12226869,0.287625
official_il,64,96,0.14478979,0.12226869,0.287125
official_il,64,97,0.14478979,0.12226869,0.28625
official_il,64,98,0.14478979,0.12226869,0.284375
official_il,64,99,0.14478979,0.12226869,0.286375
