checkpoint,n_rollouts,repeat,pairwise_ADE,spread_auc,hit8_1
grpo_9041,64,7,0.17047846,0.14401838,0.469625
grpo_9041,64,8,0.17047846,0.14401838,0.47075
grpo_9041,64,9,0.17047846,0.14401838,0.470375
grpo_9041,64,10,0.17047846,0.14401838,0.471375
grpo_9041,64,11,0.17047846,0.14401838,0.469375
grpo_9041,64,12,0.17047846,0.14401838,0.471
grpo_9041,64,13,0.17047846,0.14401838,0.47025
grpo_9041,64,14,0.17047846,0.14401838,0.470875
grpo_9041,64,15,0.17047846,0.14401838,0.469875
grpo_9041,64,16,0.17047846,0.14401838,0.47125
grpo_9041,64,17,0.17047846,0.14401838,0.470125
grpo_9041,64,18,0.17047846,0.14401838,0.47
grpo_9041,64,19,0.17047846,0.14401838,0.47075
grpo_9041,64,20,0.17047846,0.14401838,0.471
grpo_9041,64,21,0.17047846,0.14401838,0.47025
grpo_9041,64,22,0.17047846,0.14401838,0.471625
grpo_9041,64,23,0.17047846,0.14401838,0.470625
grpo_9041,64,24,0.17047846,0.14401838,0.47025
grpo_9041,64,25,0.17047846,0.14401838,0.47075
grpo_9041,64,26,0.17047846,0.14401838,0.470875
grpo_9041,64,27,0.17047846,0.14401838,0.471
grpo_9041,64,28,0.17047846,0.14401838,0.4715
grpo_9041,64,29,0.17047846,0.14401838,0.4705
grpo_9041,64,30,0.17047846,0.14401838,0.470875
grpo_9041,64,31,0.17047846,0.14401838,0.471125
grpo_9041,64,32,0.17047846,0.14401838,0.470375
grpo_9041,64,33,0.17047846,0.14401838,0.46975
grpo_9041,64,34,0.17047846,0.14401838,0.46975
grpo_9041,64,35,0.17047846,0.14401838,0.470125
grpo_9041,64,36,0.17047846,0.14401838,0.47075
grpo_9041,64,37,0.17047846,0.14401838,0.471125
grpo_9041,64,38,0.17047846,0.14401838,0.4705
grpo_9041,64,39,0.17047846,0.14401838,0.47
grpo_9041,64,40,0.17047846,0.14401838,0.471625
grpo_9041,64,41,0.17047846,0.14401838,0.470125
grpo_9041,64,42,0.17047846,0.14401838,0.46925
grpo_9041,64,43,0.17047846,0.14401838,0.470125
grpo_9041,64,44,0.17047846,0.14401838,0.4715
grpo_9041,64,45,0.17047846,0.14401838,0.4695
grpo_9041,64,46,0.17047846,0.14401838,0.471
grpo_9041,64,47,0.17047846,0.14401838,0.469875
grpo_9041,64,48,0.17047846,0.14401838,0.47075
grpo_9041,64,49,0.17047846,0.14401838,0.4705
grpo_9041,64,50,0.17047846,0.14401838,0.47025
grpo_9041,64,51,0.17047846,0.14401838,0.470125
grpo_9041,64,52,0.17047846,0.14401838,0.470125
grpo_9041,64,53,0.17047846,0.14401838,0.470375
grpo_9041,64,54,0.17047846,0.14401838,0.469875
grpo_9041,64,55,0.17047846,0.14401838,0.469875
grpo_9041,64,56,0.17047846,0.14401838,0.47025
grpo_9041,64,57,0.17047846,0.14401838,0.47075
grpo_9041,64,58,0.17047846,0.14401838,0.47075
grpo_9041,64,59,0.17047846,0.14401838,0.471375
grpo_9041,64,60,0.17047846,0.14401838,0.47075
grpo_9041,64,61,0.17047846,0.14401838,0.470125
grpo_9041,64,62,0.17047846,0.14401838,0.470125
grpo_9041,64,63,0.17047846,0.14401838,0.469375
grpo_9041,64,64,0.17047846,0.14401838,0.470375
grpo_9041,64,65,0.17047846,0.14401838,0.4695
grpo_9041,64,66,0.17047846,0.14401838,0.470375
grpo_9041,64,67,0.17047846,0.14401838,0.47075
grpo_9041,64,68,0.17047846,0.14401838,0.47075
grpo_9041,64,69,0.17047846,0.14401838,0.46925
grpo_9041,64,70,0.17047846,0.14401838,0.470375
grpo_9041,64,71,0.17047846,0.14401838,0.470625
grpo_9041,64,72,0.17047846,0.14401838,0.4705
grpo_9041,64,73,0.17047846,0.14401838,0.47075
grpo_9041,64,74,0.17047846,0.14401838,0.47125
grpo_9041,64,75,0.17047846,0.14401838,0.471125
grpo_9041,64,76,0.17047846,0.14401838,0.47
grpo_9041,64,77,0.17047846,0.14401838,0.46975
grpo_9041,64,78,0.17047846,0.14401838,0.471125
grpo_9041,64,79,0.17047846,0.14401838,0.47225
grpo_9041,64,80,0.17047846,0.14401838,0.47175
grpo_9041,64,81,0.17047846,0.14401838,0.470125
grpo_9041,64,82,0.17047846,0.14401838,0.470875
grpo_9041,64,83,0.17047846,0.14401838,0.470625
grpo_9041,64,84,0.17047846,0.14401838,0.46925
grpo_9041,64,85,0.17047846,0.14401838,0.47125
grpo_9041,64,86,0.17047846,0.14401838,0.47075
grpo_9041,64,87,0.17047846,0.14401838,0.471
grpo_9041,64,88,0.17047846,0.14401838,0.469875
grpo_9041,64,89,0.17047846,0.14401838,0.470875
grpo_9041,64,90,0.17047846,0.14401838,0.47075
grpo_9041,64,91,0.17047846,0.14401838,0.46975
grpo_9041,64,92,0.17047846,0.14401838,0.4705
grpo_9041,64,93,0.17047846,0.14401838,0.4715
grpo_9041,64,94,0.17047846,0.14401838,0.47075
grpo_9041,64,95,0.17047846,0.14401838,0.4715
grpo_9041,64,96,0.17047846,0.14401838,0.471875
grpo_9041,64,97,0.17047846,0.14401838,0.471875
grpo_9041,64,98,0.17047846,0.14401838,0.4705
grpo_9041,64,99,0.17047846,0.14401838,0.4705
mts_8692,16,0,0.083580695,0.082592316,0.2195
mts_8692,16,1,0.08339912,0.08180509,0.2205
mts_8692,16,2,0.08367607,0.08257871,0.2175
mts_8692,16,3,0.0844535,0.082756594,0.2175
mts_8692,16,4,0.08310326,0.0815502,0.2175
mts_8692,16,5,0.08446793,0.08319743,0.223
mts_8692,16,6,0.08370519,0.082170844,0.2195
mts_8692,16,7,0.08348023,0.08224769,0.221
mts_8692,16,8,0.08357615,0.081386186,0.2215
mts_8692,16,9,0.08223488,0.0806678,0.2175
mts_8692,16,10,0.083646744,0.08138015,0.219
mts_8692,16,11,0.084309824,0.081927195,0.215
mts_8692,16,12,0.08435947,0.08114413,0.218
mts_8692,16,13,0.08435716,0.082914546,0.223
mts_8692,16,14,0.08441055,0.08363907,0.219
mts_8692,16,15,0.081220135,0.078283235,0.219
mts_8692,16,16,0.08636139,0.08565803,0.2195
mts_8692,16,17,0.08332467,0.08200209,0.219
mts_8692,16,18,0.08279268,0.08081402,0.2215
mts_8692,16,19,0.083032586,0.08105999,0.2205
mts_8692,16,20,0.08464882,0.08352968,0.221
mts_8692,16,21,0.08567067,0.08454567,0.2165
mts_8692,16,22,0.08629361,0.084952876,0.2275
mts_8692,16,23,0.08470113,0.08288914,0.2195
mts_8692,16,24,0.08562055,0.08473527,0.218
mts_8692,16,25,0.08229071,0.080249384,0.2195
mts_8692,16,26,0.08328138,0.081788175,0.218
mts_8692,16,27,0.083043315,0.08186914,0.219
mts_8692,16,28,0.08578499,0.08391901,0.2195
mts_8692,16,29,0.08152413,0.07879571,0.2215
mts_8692,16,30,0.08509697,0.084083594,0.214
mts_8692,16,31,0.08407144,0.08266416,0.219
mts_8692,16,32,0.08374941,0.08221869,0.2195
mts_8692,16,33,0.08365479,0.081291616,0.2165
mts_8692,16,34,0.08808225,0.088020824,0.221
mts_8692,16,35,0.0840325,0.08253172,0.2195
mts_8692,16,36,0.08465545,0.082968146,0.2215
mts_8692,16,37,0.083363414,0.08171212,0.2185
mts_8692,16,38,0.08354941,0.08140323,0.2195
mts_8692,16,39,0.08367926,0.08044122,0.2165
mts_8692,16,40,0.082724236,0.08019476,0.2165
mts_8692,16,41,0.0849378,0.082214095,0.223
mts_8692,16,42,0.083537765,0.081574135,0.2235
mts_8692,16,43,0.084802076,0.0831904,0.2235
mts_8692,16,44,0.082005575,0.07969062,0.218
mts_8692,16,45,0.0831436,0.08148833,0.2195
mts_8692,16,46,0.08428217,0.08311137,0.2205
mts_8692,16,47,0.08668146,0.08560582,0.2175
mts_8692,16,48,0.08281899,0.0819991,0.2145
mts_8692,16,49,0.08428509,0.082532816,0.222
mts_8692,16,50,0.08382056,0.08272221,0.219
mts_8692,16,51,0.08058219,0.07727645,0.221
mts_8692,16,52,0.08326466,0.081051536,0.2195
mts_8692,16,53,0.08312009,0.0811643,0.224
mts_8692,16,54,0.08620721,0.08524441,0.2225
mts_8692,16,55,0.08498171,0.08344905,0.224
mts_8692,16,56,0.08450679,0.083416305,0.219
mts_8692,16,57,0.08482087,0.08277085,0.2215
mts_8692,16,58,0.08330079,0.08116642,0.223
mts_8692,16,59,0.08185942,0.07947542,0.2195
mts_8692,16,60,0.083741866,0.081555754,0.2205
mts_8692,16,61,0.08222639,0.07982104,0.216
mts_8692,16,62,0.08511481,0.084139556,0.218
mts_8692,16,63,0.085232615,0.0829755,0.2185
mts_8692,16,64,0.081964195,0.07979519,0.22
mts_8692,16,65,0.082037136,0.07878582,0.224
mts_8692,16,66,0.08535934,0.084547475,0.2205
mts_8692,16,67,0.08252953,0.08119584,0.221
mts_8692,16,68,0.08229116,0.07975674,0.2175
mts_8692,16,69,0.08211077,0.080861025,0.213
mts_8692,16,70,0.084145516,0.08225334,0.2195
mts_8692,16,71,0.08570403,0.08402585,0.2165
mts_8692,16,72,0.08635273,0.0858671,0.2195
mts_8692,16,73,0.085893944,0.084433824,0.2205
mts_8692,16,74,0.08307891,0.08185271,0.2165
mts_8692,16,75,0.08267508,0.08065297,0.218
mts_8692,16,76,0.0840963,0.08225087,0.2195
mts_8692,16,77,0.08408978,0.08226761,0.221
mts_8692,16,78,0.08259006,0.079893045,0.221
mts_8692,16,79,0.08338818,0.08144256,0.222
mts_8692,16,80,0.084423594,0.083203204,0.218
mts_8692,16,81,0.08371836,0.081642434,0.2215
mts_8692,16,82,0.08321205,0.08080257,0.221
mts_8692,16,83,0.085145645,0.08315121,0.225
mts_8692,16,84,0.08356156,0.08094092,0.219
mts_8692,16,85,0.08525442,0.083903335,0.216
mts_8692,16,86,0.0846093,0.08355689,0.22
mts_8692,16,87,0.08461394,0.08327769,0.2215
mts_8692,16,88,0.08376003,0.08131187,0.2195
mts_8692,16,89,0.085001945,0.082993105,0.22
mts_8692,16,90,0.08570705,0.08478872,0.2205
mts_8692,16,91,0.08455388,0.08371924,0.2175
mts_8692,16,92,0.08492825,0.08306881,0.2155
mts_8692,16,93,0.083132,0.08111566,0.225
mts_8692,16,94,0.083003365,0.08059832,0.2175
mts_8692,16,95,0.08311226,0.08098626,0.218
mts_8692,16,96,0.085113846,0.08376255,0.222
mts_8692,16,97,0.084482975,0.08205441,0.2195
mts_8692,16,98,0.08332433,0.08027836,0.218
mts_8692,16,99,0.08408692,0.08151444,0.2225
mts_8692,32,0,0.08348197,0.08640054,0.2185
mts_8692,32,1,0.0845138,0.08747357,0.2205
mts_8692,32,2,0.084656514,0.08784467,0.2215
mts_8692,32,3,0.08408159,0.086773865,0.2185
mts_8692,32,4,0.08383558,0.08598084,0.22
mts_8692,32,5,0.08391703,0.086496346,0.222
mts_8692,32,6,0.08349101,0.08616915,0.21925
mts_8692,32,7,0.084333465,0.08757211,0.22125
mts_8692,32,8,0.08368206,0.08593236,0.22
mts_8692,32,9,0.08338419,0.08572264,0.21875
mts_8692,32,10,0.08349414,0.08514368,0.22075
mts_8692,32,11,0.08456504,0.08693093,0.2175
mts_8692,32,12,0.08385527,0.08516751,0.21925
mts_8692,32,13,0.0834755,0.086400375,0.21925
mts_8692,32,14,0.083280005,0.08638579,0.2195
mts_8692,32,15,0.08305956,0.08544471,0.2185
mts_8692,32,16,0.08395126,0.086067595,0.219
mts_8692,32,17,0.08414116,0.08771289,0.22125
mts_8692,32,18,0.083777934,0.08665115,0.223
mts_8692,32,19,0.08267127,0.08504874,0.22
mts_8692,32,20,0.08424557,0.08796709,0.2215
mts_8692,32,21,0.08478055,0.08776444,0.21875
mts_8692,32,22,0.08504391,0.08789028,0.22375
mts_8692,32,23,0.08540442,0.088314384,0.21975
mts_8692,32,24,0.08375959,0.08705126,0.21775
mts_8692,32,25,0.08415636,0.08668128,0.219
mts_8692,32,26,0.08401055,0.08662646,0.21975
mts_8692,32,27,0.082443334,0.084572375,0.22025
mts_8692,32,28,0.08520118,0.08757185,0.2195
mts_8692,32,29,0.082846306,0.08515429,0.22
mts_8692,32,30,0.084555306,0.08806874,0.2185
mts_8692,32,31,0.08442661,0.08665085,0.221
mts_8692,32,32,0.08504333,0.0879272,0.221
mts_8692,32,33,0.08313867,0.08502336,0.2175
mts_8692,32,34,0.08572831,0.088918515,0.21875
mts_8692,32,35,0.083923735,0.08742265,0.21825
mts_8692,32,36,0.08378155,0.086126894,0.21975
mts_8692,32,37,0.08367704,0.08564879,0.21975
mts_8692,32,38,0.083965,0.08683474,0.217
mts_8692,32,39,0.08437352,0.08663068,0.22025
mts_8692,32,40,0.083071046,0.08592977,0.21825
mts_8692,32,41,0.084702745,0.087202705,0.22075
mts_8692,32,42,0.084761135,0.08776437,0.22325
mts_8692,32,43,0.08459181,0.08711668,0.22225
mts_8692,32,44,0.08279194,0.085067086,0.22025
mts_8692,32,45,0.08341104,0.08724788,0.21875
mts_8692,32,46,0.08418105,0.08783371,0.2185
mts_8692,32,47,0.08554031,0.0892664,0.2195
mts_8692,32,48,0.08305331,0.08611557,0.217
mts_8692,32,49,0.08443958,0.08723441,0.218
mts_8692,32,50,0.084068224,0.08690884,0.2225
mts_8692,32,51,0.08300408,0.085334465,0.21925
mts_8692,32,52,0.082971714,0.08554019,0.2205
mts_8692,32,53,0.08394213,0.08660024,0.223
mts_8692,32,54,0.08533163,0.08826246,0.22225
mts_8692,32,55,0.08386779,0.08593005,0.22
mts_8692,32,56,0.084307104,0.087459244,0.219
mts_8692,32,57,0.084998034,0.08755454,0.2205
mts_8692,32,58,0.08304597,0.08519732,0.221
mts_8692,32,59,0.08244072,0.08528061,0.21975
mts_8692,32,60,0.08413444,0.0866549,0.21725
mts_8692,32,61,0.08272099,0.0843797,0.22
mts_8692,32,62,0.085690334,0.08894194,0.219
mts_8692,32,63,0.0843532,0.08656012,0.2185
mts_8692,32,64,0.08343901,0.08496741,0.21925
mts_8692,32,65,0.08391517,0.08604134,0.22125
mts_8692,32,66,0.08516611,0.08778012,0.22175
mts_8692,32,67,0.083781935,0.086579256,0.22025
mts_8692,32,68,0.08336361,0.08562715,0.21625
mts_8692,32,69,0.08341399,0.086946584,0.2175
mts_8692,32,70,0.0842031,0.086971015,0.21975
mts_8692,32,71,0.08475629,0.08805575,0.22
mts_8692,32,72,0.08317494,0.08566704,0.219
mts_8692,32,73,0.08469523,0.08816892,0.22025
mts_8692,32,74,0.082558654,0.085275166,0.218
mts_8692,32,75,0.08466775,0.088026986,0.22025
mts_8692,32,76,0.083970636,0.08697362,0.22025
mts_8692,32,77,0.08477216,0.08738489,0.219
mts_8692,32,78,0.08409679,0.08687489,0.21875
mts_8692,32,79,0.08383772,0.08703765,0.22225
mts_8692,32,80,0.083396286,0.0860212,0.2175
mts_8692,32,81,0.08341354,0.0856944,0.222
mts_8692,32,82,0.08398936,0.086847186,0.221
mts_8692,32,83,0.084391266,0.08693693,0.22225
mts_8692,32,84,0.08373227,0.0857028,0.219
mts_8692,32,85,0.08450409,0.08728537,0.2185
mts_8692,32,86,0.08406042,0.08693808,0.2205
mts_8692,32,87,0.08450109,0.08780337,0.22275
mts_8692,32,88,0.08388128,0.08689472,0.22
mts_8692,32,89,0.08458001,0.08708523,0.21975
mts_8692,32,90,0.08434973,0.08725416,0.21975
mts_8692,32,91,0.08479158,0.087795176,0.21975
mts_8692,32,92,0.08472979,0.08703278,0.21925
mts_8692,32,93,0.08343645,0.085331865,0.22275
mts_8692,32,94,0.08397784,0.08640503,0.21975
mts_8692,32,95,0.083873264,0.08633514,0.2185
mts_8692,32,96,0.083916925,0.086839594,0.2205
mts_8692,32,97,0.083279125,0.085085295,0.2195
mts_8692,32,98,0.08267294,0.084297374,0.2185
mts_8692,32,99,0.08432135,0.08709315,0.222
mts_8692,64,0,0.08405477,0.090085275,0.219875
mts_8692,64,1,0.08405477,0.090085275,0.2195
mts_8692,64,2,0.08405477,0.090085275,0.2195
mts_8692,64,3,0.08405477,0.090085275,0.221
mts_8692,64,4,0.08405477,0.090085275,0.219375
mts_8692,64,5,0.08405477,0.090085275,0.22025
mts_8692,64,6,0.08405477,0.090085275,0.22
mts_8692,64,7,0.08405477,0.090085275,0.2195
mts_8692,64,8,0.08405477,0.090085275,0.21975
mts_8692,64,9,0.08405477,0.090085275,0.220625
mts_8692,64,10,0.08405477,0.090085275,0.22025
mts_8692,64,11,0.08405477,0.090085275,0.2195
mts_8692,64,12,0.08405477,0.090085275,0.219875
mts_8692,64,13,0.08405477,0.090085275,0.21975
mts_8692,64,14,0.08405477,0.090085275,0.2195
mts_8692,64,15,0.08405477,0.090085275,0.2195
mts_8692,64,16,0.08405477,0.090085275,0.218375
mts_8692,64,17,0.08405477,0.090085275,0.22
mts_8692,64,18,0.08405477,0.090085275,0.2205
mts_8692,64,19,0.08405477,0.090085275,0.21925
mts_8692,64,20,0.08405477,0.090085275,0.21975
mts_8692,64,21,0.08405477,0.090085275,0.219875
mts_8692,64,22,0.08405477,0.090085275,0.220375
mts_8692,64,23,0.08405477,0.090085275,0.2195
mts_8692,64,24,0.08405477,0.090085275,0.218875
mts_8692,64,25,0.08405477,0.090085275,0.2195
mts_8692,64,26,0.08405477,0.090085275,0.21975
mts_8692,64,27,0.08405477,0.090085275,0.21975
mts_8692,64,28,0.08405477,0.090085275,0.219625
mts_8692,64,29,0.08405477,0.090085275,0.220375
mts_8692,64,30,0.08405477,0.090085275,0.219875
mts_8692,64,31,0.08405477,0.090085275,0.21975
mts_8692,64,32,0.08405477,0.090085275,0.2205
mts_8692,64,33,0.08405477,0.090085275,0.2195
mts_8692,64,34,0.08405477,0.090085275,0.219375
mts_8692,64,35,0.08405477,0.090085275,0.2205
mts_8692,64,36,0.08405477,0.090085275,0.22025
mts_8692,64,37,0.08405477,0.090085275,0.22025
mts_8692,64,38,0.08405477,0.090085275,0.217875
mts_8692,64,39,0.08405477,0.090085275,0.220375
mts_8692,64,40,0.08405477,0.090085275,0.21925
mts_8692,64,41,0.08405477,0.090085275,0.219875
mts_8692,64,42,0.08405477,0.090085275,0.221
mts_8692,64,43,0.08405477,0.090085275,0.220375
mts_8692,64,44,0.08405477,0.090085275,0.21975
mts_8692,64,45,0.08405477,0.090085275,0.22
mts_8692,64,46,0.08405477,0.090085275,0.2185
mts_8692,64,47,0.08405477,0.090085275,0.21975
mts_8692,64,48,0.08405477,0.090085275,0.218625
mts_8692,64,49,0.08405477,0.090085275,0.21925
mts_8692,64,50,0.08405477,0.090085275,0.220625
mts_8692,64,51,0.08405477,0.090085275,0.2205
mts_8692,64,52,0.08405477,0.090085275,0.22
mts_8692,64,53,0.08405477,0.090085275,0.22225
mts_8692,64,54,0.08405477,0.09008528,0.220375
mts_8692,64,55,0.08405477,0.090085275,0.219875
mts_8692,64,56,0.08405477,0.090085275,0.219625
mts_8692,64,57,0.08405477,0.090085275,0.22075
mts_8692,64,58,0.08405477,0.090085275,0.2215
mts_8692,64,59,0.08405477,0.090085275,0.2205
mts_8692,64,60,0.08405477,0.090085275,0.219
mts_8692,64,61,0.08405477,0.090085275,0.220125
mts_8692,64,62,0.08405477,0.090085275,0.21875
mts_8692,64,63,0.08405477,0.090085275,0.220125
mts_8692,64,64,0.08405477,0.090085275,0.218875
mts_8692,64,65,0.08405477,0.090085275,0.221375
mts_8692,64,66,0.08405477,0.090085275,0.22075
mts_8692,64,67,0.08405477,0.090085275,0.220125
mts_8692,64,68,0.08405477,0.090085275,0.21975
mts_8692,64,69,0.08405477,0.090085275,0.22025
mts_8692,64,70,0.08405477,0.090085275,0.219625
mts_8692,64,71,0.08405477,0.090085275,0.220375
mts_8692,64,72,0.08405477,0.090085275,0.220375
mts_8692,64,73,0.08405477,0.090085275,0.21925
mts_8692,64,74,0.08405477,0.090085275,0.2195
mts_8692,64,75,0.08405477,0.090085275,0.22025
mts_8692,64,76,0.08405477,0.090085275,0.219125
mts_8692,64,77,0.08405477,0.090085275,0.219125
mts_8692,64,78,0.08405477,0.090085275,0.219625
mts_8692,64,79,0.08405477,0.090085275,0.220125
mts_8692,64,80,0.08405477,0.090085275,0.219
mts_8692,64,81,0.08405477,0.090085275,0.220375
mts_8692,64,82,0.08405477,0.090085275,0.22075
mts_8692,64,83,0.08405477,0.090085275,0.221
mts_8692,64,84,0.08405477,0.090085275,0.220125
mts_8692,64,85,0.08405477,0.090085275,0.219625
mts_8692,64,86,0.08405477,0.090085275,0.220375
mts_8692,64,87,0.08405477,0.090085275,0.220875
mts_8692,64,88,0.08405477,0.090085275,0.220875
mts_8692,64,89,0.08405477,0.090085275,0.219375
mts_8692,64,90,0.08405477,0.090085275,0.21925
mts_8692,64,91,0.08405477,0.090085275,0.221
mts_8692,64,92,0.08405477,0.090085275,0.219875
mts_8692,64,93,0.08405477,0.090085275,0.22125
mts_8692,64,94,0.08405477,0.090085275,0.22
mts_8692,64,95,0.08405477,0.090085275,0.219125
mts_8692,64,96,0.08405477,0.090085275,0.22025
mts_8692,64,97,0.08405477,0.090085275,0.2205
mts_8692,64,98,0.08405477,0.090085275,0.22025
mts_8692,64,99,0.08405477,0.090085275,0.220875
mts_8751,16,0,0.084267326,0.08589433,0.2695
mts_8751,16,1,0.0824378,0.08434415,0.267
mts_8751,16,2,0.08441172,0.08731237,0.2665
mts_8751,16,3,0.085736915,0.08928067,0.273
mts_8751,16,4,0.08582825,0.08796552,0.2715
mts_8751,16,5,0.08257976,0.08320652,0.2705
mts_8751,16,6,0.080621004,0.08046959,0.2695
mts_8751,16,7,0.08284748,0.08458592,0.2655
mts_8751,16,8,0.082215056,0.08401438,0.2705
mts_8751,16,9,0.079112194,0.07864551,0.2705
mts_8751,16,10,0.080369964,0.080231324,0.2655
mts_8751,16,11,0.08023949,0.08001737,0.268
mts_8751,16,12,0.086420484,0.088233344,0.2755
mts_8751,16,13,0.08708088,0.09165924,0.2755
mts_8751,16,14,0.0882596,0.09221462,0.2685
mts_8751,16,15,0.083715804,0.085104555,0.2725
mts_8751,16,16,0.0837691,0.0843441,0.274
mts_8751,16,17,0.083777405,0.08568427,0.2695
mts_8751,16,18,0.08289709,0.085633054,0.273
mts_8751,16,19,0.08582461,0.090221256,0.2735
mts_8751,16,20,0.08013724,0.08086642,0.272
mts_8751,16,21,0.08205102,0.08274705,0.267
mts_8751,16,22,0.0818834,0.081898674,0.2715
mts_8751,16,23,0.082919344,0.0846132,0.2705
mts_8751,16,24,0.08498323,0.08738179,0.2745
mts_8751,16,25,0.07944557,0.07912651,0.264
mts_8751,16,26,0.085478194,0.08962123,0.273
mts_8751,16,27,0.0836329,0.086528584,0.274
mts_8751,16,28,0.0865671,0.0904886,0.2695
mts_8751,16,29,0.08305966,0.08535098,0.2655
mts_8751,16,30,0.08543852,0.088384196,0.2685
mts_8751,16,31,0.0829729,0.08574533,0.272
mts_8751,16,32,0.08234215,0.084959224,0.2735
mts_8751,16,33,0.08373726,0.08565745,0.274
mts_8751,16,34,0.086967036,0.09052834,0.274
mts_8751,16,35,0.08044023,0.079097025,0.2665
mts_8751,16,36,0.08093657,0.08247817,0.2715
mts_8751,16,37,0.0847293,0.08694548,0.273
mts_8751,16,38,0.080627926,0.08052704,0.2665
mts_8751,16,39,0.083004415,0.08506483,0.2695
mts_8751,16,40,0.08176305,0.08264194,0.271
mts_8751,16,41,0.08370497,0.085296094,0.2745
mts_8751,16,42,0.08311389,0.08325734,0.267
mts_8751,16,43,0.08105834,0.082333036,0.2635
mts_8751,16,44,0.08139455,0.083794385,0.2715
mts_8751,16,45,0.08260979,0.084807135,0.272
mts_8751,16,46,0.08073706,0.081099756,0.269
mts_8751,16,47,0.082571104,0.083103314,0.27
mts_8751,16,48,0.08260554,0.0838513,0.268
mts_8751,16,49,0.0846631,0.08795185,0.2725
mts_8751,16,50,0.08390216,0.0865872,0.2725
mts_8751,16,51,0.082914844,0.08408625,0.272
mts_8751,16,52,0.08327998,0.08500111,0.266
mts_8751,16,53,0.0829955,0.08490763,0.273
mts_8751,16,54,0.08259194,0.083063215,0.2705
mts_8751,16,55,0.08457967,0.08788771,0.2695
mts_8751,16,56,0.0871355,0.090476654,0.274
mts_8751,16,57,0.08137576,0.08219926,0.2725
mts_8751,16,58,0.08226039,0.08336335,0.2675
mts_8751,16,59,0.08077417,0.08022611,0.2655
mts_8751,16,60,0.083931096,0.08824596,0.272
mts_8751,16,61,0.08162939,0.08315315,0.27
mts_8751,16,62,0.079703696,0.0792599,0.267
mts_8751,16,63,0.08271258,0.084292494,0.27
mts_8751,16,64,0.083532795,0.08572232,0.2695
mts_8751,16,65,0.08456917,0.08703094,0.271
mts_8751,16,66,0.081362695,0.082563445,0.2645
mts_8751,16,67,0.08414251,0.0865812,0.272
mts_8751,16,68,0.0839217,0.0872119,0.275
mts_8751,16,69,0.0838977,0.08605497,0.2735
mts_8751,16,70,0.082924016,0.086154625,0.2745
mts_8751,16,71,0.08270124,0.08379308,0.268
mts_8751,16,72,0.08034467,0.07995596,0.267
mts_8751,16,73,0.082688935,0.08561268,0.2705
mts_8751,16,74,0.086167455,0.08984462,0.2715
mts_8751,16,75,0.085099705,0.088382006,0.278
mts_8751,16,76,0.086310826,0.08982157,0.273
mts_8751,16,77,0.082916595,0.08515895,0.265
mts_8751,16,78,0.08351737,0.083694875,0.2635
mts_8751,16,79,0.079114564,0.07965262,0.2655
mts_8751,16,80,0.08575916,0.088012144,0.272
mts_8751,16,81,0.08350726,0.08549668,0.2705
mts_8751,16,82,0.08334295,0.08430317,0.275
mts_8751,16,83,0.082403034,0.0844165,0.2685
mts_8751,16,84,0.084650494,0.08894386,0.2685
mts_8751,16,85,0.08288846,0.08475073,0.2745
mts_8751,16,86,0.080850616,0.080389164,0.2675
mts_8751,16,87,0.08248674,0.08364252,0.2715
mts_8751,16,88,0.08252018,0.083793774,0.2675
mts_8751,16,89,0.08310586,0.0838736,0.2655
mts_8751,16,90,0.08128151,0.08076357,0.27
mts_8751,16,91,0.08541249,0.08961187,0.2695
mts_8751,16,92,0.081954814,0.082618795,0.272
mts_8751,16,93,0.08431799,0.08656807,0.2735
mts_8751,16,94,0.0829581,0.08325679,0.2745
mts_8751,16,95,0.08487611,0.089387454,0.2795
mts_8751,16,96,0.08262295,0.08415315,0.2745
mts_8751,16,97,0.083254665,0.08380405,0.2715
mts_8751,16,98,0.086251915,0.09078625,0.2685
mts_8751,16,99,0.08504892,0.08717133,0.2755
mts_8751,32,0,0.08258427,0.09131576,0.27225
mts_8751,32,1,0.08363226,0.094401926,0.269
mts_8751,32,2,0.08413748,0.09346346,0.27075
mts_8751,32,3,0.08417007,0.094418086,0.26975
mts_8751,32,4,0.08361691,0.09232591,0.27225
mts_8751,32,5,0.08223851,0.09016922,0.273
mts_8751,32,6,0.08329107,0.09318479,0.27
mts_8751,32,7,0.084088646,0.092907816,0.26975
mts_8751,32,8,0.08233685,0.09082883,0.2715
mts_8751,32,9,0.0816202,0.08979367,0.2705
mts_8751,32,10,0.082342766,0.088946946,0.269
mts_8751,32,11,0.08197928,0.09034921,0.2695
mts_8751,32,12,0.083442904,0.091152586,0.27225
mts_8751,32,13,0.083875574,0.092132114,0.272
mts_8751,32,14,0.08512197,0.09515934,0.2705
mts_8751,32,15,0.08173079,0.089376464,0.2715
mts_8751,32,16,0.082446165,0.08931783,0.27225
mts_8751,32,17,0.08319319,0.093719676,0.2695
mts_8751,32,18,0.08376747,0.094164066,0.27425
mts_8751,32,19,0.083064385,0.09233805,0.27125
mts_8751,32,20,0.082691394,0.09123049,0.27075
mts_8751,32,21,0.08189492,0.09059528,0.26775
mts_8751,32,22,0.0821845,0.08898253,0.27
mts_8751,32,23,0.08380043,0.09324709,0.268
mts_8751,32,24,0.08479951,0.09557902,0.27025
