checkpoint,pairwise_ade,spread_auc,spread_ratio_il,center_shift_from_il,D_positive,hit8_1,feasible_rate,mean_pdms,compressed,strongly_compressed,hit8_delta_IL,mean_pdms_delta_IL,median_SR,D_positive_valid_scenes
apr_9145,0.1830728364351211,0.15275602695038673,1.2669062518177494,0.8091537138819694,0.19487625172509232,0.48,0.956796875,95.3553098026161,0.159,0.001,0.195375,3.200600720185583,1.2227396471359717,543
grpo_9041,0.17047847489399404,0.14401838996265962,1.1960482875131346,0.5008256688416004,0.17173687054022038,0.4715,0.946359375,95.05813227827204,0.05,0.0,0.186875,2.903423195841512,1.1826498654972561,566
mts_8692,0.0840547734464343,0.09008527696917791,0.739325726649325,0.4125958061814308,0.09141627795210007,0.21975,0.967625,93.71392122449052,0.827,0.58,-0.064875,1.559212142060005,0.45288478853467173,380
mts_8751,0.08347700274366625,0.09955556612514704,0.8446415862711694,0.4677280168868601,0.1899803075410718,0.27125,0.967640625,94.18290493208929,0.842,0.663,-0.013375,2.028195849658764,0.42771915747209666,458
official_il,0.14478978419522884,0.12226869354854669,1.0,0.0,0.11861251186980094,0.284625,0.939359375,92.15470908243051,0.0,0.0,0.0,0.0,1.0,623
