source,count,scenes,PDMS,d_GT,d_CR,r_knn,q_holdout,maha,maha_ratio,maha_percentile,local_feasible,source_diversity
Bridge-0.2,320,20,94.68275321386118,0.3455530084416566,0.1215503641903315,3.353371730461581,93.34716796875,6.593120142530755,2.4918654511161162,97.2265625,0.996875,0.2787605783817285
Bridge-0.4,320,20,94.86935955891242,0.37448301535374584,0.19806452302003177,5.507610525151935,97.841796875,11.439754077130958,4.331879367450436,99.765625,1.0,0.36504127519300283
Bridge-0.6,320,20,94.91415326578846,0.4138454913956308,0.27657870123590644,7.714385214300249,99.28955078125,16.52930318816628,6.262276167350708,99.97314453125,1.0,0.4546979463960395
Bridge-0.8,320,20,94.95569782964671,0.4636589286387756,0.35604699774832504,9.94594611053849,99.72900390625,21.700235178021977,8.222869937043704,99.99755859375,1.0,0.546691745341204
External-MTS,640,20,93.61651663789652,0.19842058291593484,0.2744127984872418,7.44852055955419,99.71923828125,15.518923022874585,5.892013749718166,100.0,0.98359375,0.15473326444783173
External-RL,640,20,95.13137303379509,0.7848624433252064,0.5333845320406799,15.349146676299927,100.0,37.861063435226406,14.371862882503104,100.0,1.0,0.520858987880577
GT,640,20,92.41049634126944,0.06972231098606455,0.23314663861661833,6.330382000443782,99.13818359375,11.865641570241328,4.491691386902689,99.862060546875,0.9625,0.11388204641348736
IL-native,640,20,93.08603381505597,0.38091924933025717,0.041657941137488184,1.0696012536201056,49.031982421875,2.7354181623361207,1.0192065999373638,49.432373046875,0.965625,0.16892352638108182
