token,method,candidate,bridge_alpha,is_fill,qualified,ood_filler,fallback_level,raw_index,pdms,feasible,d_GT,core,boundary,far,HQ_boundary,HQ_far,local_mean,local_P10,local_CVaR20,local_feasible,hard_failure,robust_radius,robustness_AUC,worst_direction_drop,policy_distance_knn,r_knn,q_holdout,mahalanobis,maha_ratio,maha_percentile,E_rec,return_rate,epsilon,Q_E_rec,E_rec_0,E_rec_1,E_rec_2,contrastive,pool_diversity,unique_trajectories,unique_raw_count,source_entropy,source_count
0056ae51961f5a18,gt_distance,7.5,0.5,0.0,1.0,0.0,0.0,91.8125,100.0,1.0,0.2876482932291619,0.0,0.125,0.875,0.125,0.875,100.0,100.0,100.0,1.0,0.0,0.5,0.0,0.0,0.2112527509775983,10.160781599831939,98.828125,30.83410644827162,11.306485205011032,99.90234375,,,,,,,,1.0,0.38508946453324444,16,16,1.6613228393181023,7
0056ae51961f5a18,pareto,7.5,0.4800000000000001,0.0,1.0,0.0,0.0,95.0625,100.0,1.0,0.3364847084451602,0.0,0.125,0.875,0.125,0.875,100.0,100.0,100.0,1.0,0.0,0.5,0.0,0.0,0.24157746503006547,11.619332057227627,97.119140625,33.58436072437674,12.314969408533132,98.388671875,,,,,,,,1.0,0.41131092624517573,16,16,1.749778989184166,7
0056ae51961f5a18,pc_mts,7.5,0.26666666666666666,0.0,1.0,0.0,1.0,56.625,100.0,1.0,0.13183275118216317,0.0,1.0,0.0,1.0,0.0,100.0,100.0,100.0,1.0,0.0,0.5,0.0,0.0,0.03327495233484788,1.6004502751069971,79.4921875,4.145454116043675,1.5200867166276257,78.466796875,,,,,,,,1.0,0.1216699796340278,16,16,0.9507489270509151,4
0056ae51961f5a18,score,7.5,,0.0,1.0,0.0,0.0,7.5,100.0,1.0,0.034308998272784684,0.0,0.3125,0.6875,0.3125,0.6875,100.0,100.0,100.0,1.0,0.0,0.5,0.0,0.0,0.06966420106807616,3.35069119386077,95.99609375,12.597567419531142,4.619372054351907,100.0,,,,,,,,1.0,0.05111663394076132,16,16,-0.0,1
006cbccbfae95262,gt_distance,7.5,0.26666666666666666,0.0,1.0,0.0,0.0,63.8125,100.0,1.0,0.24732816290881487,0.125,0.125,0.75,0.125,0.75,100.0,100.0,100.0,1.0,0.0,0.5,0.0,0.0,0.14184518357125497,2.722092536844676,85.791015625,9.496423700673903,3.1180201258034375,89.599609375,,,,,,,,1.0,0.3243091440501166,16,16,1.474056825273205,5
006cbccbfae95262,pareto,7.5,0.30000000000000004,0.0,1.0,0.0,0.0,76.4375,100.0,1.0,0.4647159515122848,0.0625,0.0625,0.875,0.0625,0.875,100.0,100.0,100.0,1.0,0.0,0.5,0.0,0.0,0.2907960281651966,5.580546889806197,93.26171875,17.841341420442955,5.857959098468187,94.3359375,,,,,,,,1.0,0.5683711570262927,16,16,1.5934032318284823,6
006cbccbfae95262,pc_mts,7.5,0.2,0.0,1.0,0.0,1.125,73.25,100.0,1.0,0.25966783001830573,0.0625,0.9375,0.0,0.9375,0.0,100.0,100.0,100.0,1.0,0.0,0.5,0.0,0.0,0.05745155743940185,1.1025291927331342,64.892578125,3.1793543663141213,1.0438972831977766,57.177734375,,,,,,,,1.0,0.15707249588196326,16,16,0.5623351446188083,2
006cbccbfae95262,score,7.5,,0.0,1.0,0.0,0.0,7.5,100.0,1.0,0.03243351773433246,0.0,0.0,1.0,0.0,1.0,100.0,100.0,100.0,1.0,0.0,0.5,0.0,0.0,0.1546098673084132,2.967054328717195,100.0,12.494060250518329,4.1022528629753925,100.0,,,,,,,,1.0,0.051085133636566395,16,16,-0.0,1
00bbc908bd5758e6,gt_distance,7.5,0.5333333333333333,0.0,1.0,0.0,0.0,102.375,100.0,1.0,0.3111748965292945,0.0625,0.125,0.8125,0.125,0.8125,82.35677083333333,26.09375,22.916666666666668,0.8098958333333334,0.16666666666666666,0.203125,0.15920138888888888,26.888020833333332,0.17813266470983669,5.359268930204506,92.08984375,16.57513447455017,6.46105839701079,94.43359375,0.3458668766543269,0.8541666666666666,0.5217395603656767,0.22679834067821503,0.35599462408572435,0.33628805074840784,0.3453179420903325,1.0,0.4189978711774286,16,16,1.8946891171539901,7
00bbc908bd5758e6,pareto,7.5,0.44000000000000006,0.0,1.0,0.0,0.0,102.125,100.0,1.0,0.34513966204377905,0.0625,0.0625,0.875,0.0625,0.875,81.81423611111111,17.656250000000007,20.3125,0.796875,0.16666666666666666,0.175,0.1704427083333333,29.557291666666668,0.20480336578484057,6.1616790881105254,94.189453125,18.007904801155806,7.0195584057990725,96.875,0.38781934045255184,0.75,0.5217395603656767,0.22679834067821503,0.3703271159902215,0.3755502477288246,0.41758062969893217,1.0,0.4719322695781017,16,16,1.9600951351245586,8
00bbc908bd5758e6,pc_mts,7.5,0.36,0.0,1.0,0.0,1.0,75.5625,100.0,1.0,0.18019699696362101,0.0,1.0,0.0,1.0,0.0,80.05642361111111,0.0,8.645833333333334,0.7838541666666666,0.1875,0.18437499999999998,0.17508680555555553,30.46875,0.04130774429673671,1.2427777406627916,75.390625,3.582549471589016,1.3964931253895583,75.927734375,0.2188941608183086,0.9583333333333334,0.5217395603656767,0.22679834067821503,0.1898009069263935,0.24884712556377053,0.2180344583466649,1.0,0.17411942309191025,16,16,0.9507489270509151,4
00bbc908bd5758e6,score,7.5,,0.0,1.0,0.0,0.0,7.5,100.0,1.0,0.0327608507949734,0.0,0.0,1.0,0.0,1.0,78.94965277777777,0.0,6.979166666666667,0.7864583333333334,0.20833333333333334,0.20625,0.19496527777777775,32.8125,0.1077285793456521,3.2411036410569247,100.0,11.006184002217108,4.290257655270127,100.0,0.2656695917248726,0.9270833333333334,0.5217395603656767,0.22679834067821503,0.27891840878874063,0.28025209344923496,0.2378382608294487,1.0,0.05021041131080438,16,16,-0.0,1
023664205ae95402,gt_distance,7.5,0.6,0.0,1.0,0.0,0.0,115.75,92.01396236009391,1.0,0.3366499475367648,0.0625,0.1875,0.75,0.1875,0.75,92.00089045808012,91.72580419067572,91.51259405943279,1.0,0.0,0.5,0.00012975398796852345,0.03467589203834642,0.16974669197434142,5.263444746414768,91.748046875,23.394355730157393,8.269542091895087,97.36328125,0.31549871945753694,0.9375,0.5100652545690536,0.22179193794727325,0.33156704949215055,0.29639957612380385,0.31852955697104335,1.0,0.1993355094223239,16,16,1.6304325826288886,6
023664205ae95402,pareto,7.5,0.6,0.0,1.0,0.0,0.0,115.75,92.01396236009391,1.0,0.3366499475367648,0.0625,0.1875,0.75,0.1875,0.75,92.00089045808012,91.72580419067572,91.51259405943279,1.0,0.0,0.5,0.00012975398796852345,0.03467589203834642,0.16974669197434142,5.263444746414768,91.748046875,23.394355730157393,8.269542091895087,97.36328125,0.31549871945753694,0.9375,0.5100652545690536,0.22179193794727325,0.33156704949215055,0.29639957612380385,0.31852955697104335,1.0,0.1993355094223239,16,16,1.6304325826288886,6
023664205ae95402,pc_mts,7.5,,0.9375,1.0,0.0,3.8125,2.3125,92.47644546660217,1.0,0.3493535824117827,0.0,1.0,0.0,1.0,0.0,92.46341606510632,92.1878177884615,91.97584510933416,1.0,0.0,0.5,0.00012966500972738394,0.034881021756192565,0.03875159625322144,1.201595644320632,75.390625,3.35832425338579,1.187115562913563,86.03515625,0.2664844673126936,0.8958333333333334,0.5100652545690536,0.22179193794727325,0.2996080149896443,0.23628770094364882,0.26355767995119095,1.0,0.005878768593212037,16,1,-0.0,1
023664205ae95402,score,7.5,0.6,0.0,1.0,0.0,0.0,115.75,92.01396236009391,1.0,0.3366499475367648,0.0625,0.1875,0.75,0.1875,0.75,92.00089045808012,91.72580419067572,91.51259405943279,1.0,0.0,0.5,0.00012975398796852345,0.03467589203834642,0.16974669197434142,5.263444746414768,91.748046875,23.394355730157393,8.269542091895087,97.36328125,0.31549871945753694,0.9375,0.5100652545690536,0.22179193794727325,0.33156704949215055,0.29639957612380385,0.31852955697104335,1.0,0.1993355094223239,16,16,1.6304325826288886,6
