method,candidate,bridge_alpha,is_fill,qualified,ood_filler,fallback_level,raw_index,pdms,feasible,d_GT,core,boundary,far,HQ_boundary,HQ_far,local_mean,local_P10,local_CVaR20,local_feasible,hard_failure,robust_radius,robustness_AUC,worst_direction_drop,policy_distance_knn,r_knn,q_holdout,mahalanobis,maha_ratio,maha_percentile,E_rec,return_rate,epsilon,Q_E_rec,E_rec_0,E_rec_1,E_rec_2,contrastive,n_scenes
gt_distance,2.6875,0.46677581677581675,0.0,1.0,0.0,0.0,91.80628214285714,96.42572586535958,0.981,0.3688992862680027,0.05789940476190476,0.10273168498168497,0.8393689102564102,0.06242216117216118,0.7084909340659341,93.61294876167969,86.75116248461332,84.0688420206539,0.9441656498015872,0.025782291666666665,0.4178380357142857,0.027532262226293167,4.471133805435113,0.31271670506533045,9.592672361299792,93.24194539835165,22.945942455883802,8.27184055549305,93.02517005780679,0.4853839047278997,0.48229226190476193,0.41901299739331,0.19314283907413482,0.47207110313636697,0.48714200451678247,0.4969386116639668,0.276,1000
pareto,2.6875,0.4645816459526137,0.0,1.0,0.0,0.0,91.32640380036631,97.74695845532074,0.974,0.8447785263884825,0.01676978021978022,0.052112912087912085,0.9311173076923077,0.051612912087912084,0.9306173076923077,95.50714443308946,90.25758393561885,88.30185555171414,0.9429276327838828,0.018970287698412698,0.4281740384615385,0.021826622458497525,3.546378240815804,0.6641950966243525,20.00716147702404,97.5854087611607,37.09106349587883,13.313242388719203,97.03598478994964,0.833001962168704,0.2783474053724054,0.41901299739331,0.19314283907413482,0.8153403423444173,0.8344703319129295,0.8491952108170658,0.276,1000
pc_mts,2.6875,0.26623887587822015,0.0,0.412,0.0,4.02947239010989,59.24777811355311,94.34521052467686,0.962,0.4104403115844225,0.04359184981684982,0.9564081501831502,0.0,0.4813456501831502,0.0,90.67471448185117,81.45847769902883,78.19243864886774,0.916759207112332,0.04376817956349206,0.3887999084249084,0.03617021310330345,5.891341698489291,0.04447652030970631,1.2800150126063412,76.80189367273351,3.379265060311108,1.2030134102019887,70.50010069682921,0.22191908385047462,0.9085742673992675,0.41901299739331,0.19314283907413482,0.22022622003586137,0.2206506764159845,0.22488035519774696,0.276,1000
score,2.6875,0.24615384615384617,0.0,1.0,0.0,0.0,60.21762303113553,97.78831894482472,0.9692791666666667,0.6982507345199591,0.01693956043956044,0.04354423076923077,0.9395162087912088,0.04354423076923077,0.9395162087912088,95.17930740638377,89.01077981748713,86.84550711549568,0.9366205376221001,0.022422991071428568,0.41955304258241755,0.025529587519743477,4.100298362878945,0.6288184512534414,18.771758708645095,97.78517792754121,30.51539335432781,10.959997869817565,97.70383417038691,0.8012855445898903,0.33466072954822956,0.41901299739331,0.19314283907413482,0.7840025791309474,0.8026488729569877,0.8172051809906833,0.276,1000
