metric,comparison,n_scenes,delta,CI95_low,CI95_high,positive_scene_fraction
pdms,pc_mts - score,3,-0.38887978684664876,-1.1082545689661032,0.0,0.0
pdms,pc_mts - pareto,45,-0.025925319123109917,-0.07647851755657768,0.0,0.0
pdms,pc_mts - gt_distance,46,0.015289732134443344,-0.0038077037982941174,0.049676900201624144,0.021739130434782608
E_rec,pc_mts - score,1,-0.012361735105514526,-0.012361735105514526,-0.012361735105514526,0.0
E_rec,pc_mts - pareto,19,-0.15623218379261203,-0.20469149447912188,-0.10886153544479032,0.05263157894736842
E_rec,pc_mts - gt_distance,21,-0.14170112626420125,-0.18839693120606832,-0.09822199999813047,0.047619047619047616
return_rate,pc_mts - score,1,0.0,0.0,0.0,0.0
return_rate,pc_mts - pareto,19,0.20423976608187133,0.10437865497076024,0.30336622807017555,0.7894736842105263
return_rate,pc_mts - gt_distance,21,0.18783068783068785,0.10317460317460317,0.2857142857142857,0.7142857142857143
robust_radius,pc_mts - score,3,-0.04444444444444445,-0.13333333333333336,0.0,0.0
robust_radius,pc_mts - pareto,45,-0.04981481481481482,-0.07796296296296297,-0.02351851851851852,0.044444444444444446
robust_radius,pc_mts - gt_distance,46,-0.04130434782608695,-0.07391304347826087,-0.011408514492753607,0.021739130434782608
local_feasible,pc_mts - score,3,-0.01186342592592593,-0.03559027777777779,0.0,0.0
local_feasible,pc_mts - pareto,45,-0.023105709876543208,-0.036068865740740745,-0.011066358024691346,0.044444444444444446
local_feasible,pc_mts - gt_distance,46,-0.019644474637681156,-0.03400560461956521,-0.004828087258454089,0.021739130434782608
