metric,comparison,n_scenes,delta,CI95_low,CI95_high,positive_scene_fraction
pdms,pc_mts - score,12,-0.3607263154611964,-0.9078925001665522,0.06685778736648831,0.16666666666666666
pdms,pc_mts - pareto,146,-0.0546478142043681,-0.12642860098722336,-0.003652190516250916,0.0136986301369863
pdms,pc_mts - gt_distance,174,-0.13074226229392155,-0.25301561096845215,0.008360782525473417,0.028735632183908046
E_rec,pc_mts - score,6,-0.037982409125903525,-0.07599643059961851,0.002408448296288649,0.3333333333333333
E_rec,pc_mts - pareto,70,-0.07075888343643219,-0.0928035419782668,-0.04910460342252849,0.2
E_rec,pc_mts - gt_distance,81,-0.08955207285337119,-0.11060236687167382,-0.06881611588219404,0.1728395061728395
return_rate,pc_mts - score,6,0.10644841269841272,-0.003472222222222173,0.2106150793650794,0.6666666666666666
return_rate,pc_mts - pareto,70,0.13780895691609973,0.0856842403628118,0.1945902777777778,0.6285714285714286
return_rate,pc_mts - gt_distance,81,0.164429012345679,0.11399777091906721,0.21466906721536347,0.7407407407407407
robust_radius,pc_mts - score,12,0.002879464285714286,-0.004672619047619047,0.010481956845238118,0.25
robust_radius,pc_mts - pareto,146,-0.02487775875190259,-0.04060065877092846,-0.010235433314307457,0.0821917808219178
robust_radius,pc_mts - gt_distance,174,-0.03225135696040869,-0.048117117656449555,-0.017827227011494248,0.06896551724137931
local_feasible,pc_mts - score,12,0.01488921957671957,-0.0018084490740740793,0.03374488467261908,0.25
local_feasible,pc_mts - pareto,146,-0.011185629122272958,-0.018710204211060375,-0.004018532391552504,0.08904109589041095
local_feasible,pc_mts - gt_distance,174,-0.017364769582801195,-0.025005554225202214,-0.009935245051085565,0.08045977011494253
