source,count,scenes,PDMS,d_GT,d_CR,r_knn,q_holdout,maha,maha_ratio,maha_percentile,local_feasible,source_diversity
Bridge-0.2,16000,1000,93.93122059597714,0.3571702451618089,0.11753792131095463,3.5627829840522365,94.96318359375,7.953839952453692,2.8587654665614552,97.4681640625,0.9558125,0.25461288829777334
Bridge-0.4,16000,1000,94.45044897131034,0.3825896302803607,0.1963216413045076,5.998032315748228,98.38720703125,14.148658413216939,5.091133940573638,99.605908203125,0.960015625,0.33882988222433713
Bridge-0.6,16000,1000,94.73716798583048,0.4186396738905273,0.27707626043564665,8.489119993815605,99.3470703125,20.569942053361224,7.404202532406249,99.91259765625,0.962609375,0.42603327733543966
Bridge-0.8,16000,1000,95.05262611538099,0.46386722616917236,0.3586739593729207,11.00393654301813,99.68955078125,27.068465713817343,9.744767929610465,99.978271484375,0.963453125,0.5149187129832459
External-MTS,32000,1000,93.93753039867178,0.20433763721291592,0.3031163182279162,9.217460184703466,99.6784423828125,15.761093714287957,5.648833326379242,99.9876953125,0.9659609375,0.15751096220224778
External-RL,32000,1000,95.20118044165848,0.7913836926239702,0.5394743482178654,16.755485637601574,99.9933349609375,50.849328379646636,18.341323690438998,100.0,0.9511796875,0.43988308246435065
GT,32000,1000,91.95016875755319,0.06997915689813028,0.2605897567507172,7.751755174478712,99.3508544921875,14.765919985977837,5.3265191077870835,99.94423828125,0.94165625,0.11408339580201114
IL-native,32000,1000,92.16290052906601,0.3942758685229227,0.037378778045456536,1.078189564869606,50.1593017578125,2.853360878273872,1.0142349084295086,50.22724609375,0.937859375,0.14572625646199464
