metric,comparison,n_scenes,delta,CI95_low,CI95_high,positive_scene_fraction
pdms,pc_mts - score,5,-0.5261853167447981,-0.9382502869989736,-0.11412034649062264,0.0
pdms,pc_mts - pareto,69,-0.03812937077860856,-0.08489696805122919,-0.000846156399620915,0.0
pdms,pc_mts - gt_distance,74,-0.13930752452710762,-0.36459405398522327,-0.003389208866217267,0.013513513513513514
E_rec,pc_mts - score,2,-0.013849880080670118,-0.01533802505582571,-0.012361735105514526,0.0
E_rec,pc_mts - pareto,29,-0.15885917853735304,-0.2031461259620478,-0.11668317884110427,0.034482758620689655
E_rec,pc_mts - gt_distance,33,-0.1494290321557359,-0.18707585140611185,-0.1132406545478399,0.030303030303030304
return_rate,pc_mts - score,2,0.026041666666666685,0.0,0.05208333333333337,0.5
return_rate,pc_mts - pareto,29,0.21415229885057468,0.12937919061302683,0.2982686781609196,0.7586206896551724
return_rate,pc_mts - gt_distance,33,0.22169612794612797,0.14761679292929294,0.3034564393939395,0.7575757575757576
robust_radius,pc_mts - score,5,-0.026666666666666672,-0.08000000000000002,0.0,0.0
robust_radius,pc_mts - pareto,69,-0.045289855072463775,-0.06884661835748793,-0.02294082125603862,0.043478260869565216
robust_radius,pc_mts - gt_distance,74,-0.03862612612612612,-0.06227477477477478,-0.015540540540540543,0.013513513513513514
local_feasible,pc_mts - score,5,-0.007118055555555558,-0.021354166666666674,0.0,0.0
local_feasible,pc_mts - pareto,69,-0.020805656199677936,-0.03092089371980676,-0.011297176932367151,0.043478260869565216
local_feasible,pc_mts - gt_distance,74,-0.017278997747747743,-0.027778071039789787,-0.007061455987237238,0.02702702702702703
