scope,model,protocol,scenes,groups,min_PDMS,mean_PDMS,max_PDMS,CVaR25_PDMS,std_PDMS
FULL5000,official_il,eval,5000,20000,87.8745588717968,91.41399358942084,93.76646382375252,89.10442312970808,2.1758741818804475
FULL5000,official_il,native_grpo,5000,20000,22.1145911799808,69.01966745063118,96.68466769237403,35.7999410268906,27.17041268211848
FULL5000,original_grpo_11970,eval,5000,20000,93.72894030997132,94.79779301755194,95.6716765145989,94.0942681815388,0.6568868814914262
FULL5000,original_grpo_11970,native_grpo,5000,20000,31.33626449437896,78.85324811181472,97.7709665631994,50.17861346864236,22.112639623837424
FULL5000,psi_sft,eval,5000,20000,85.80473169006449,92.1051916304901,95.7302237873953,88.46021379755929,3.5115073961721164
FULL5000,psi_sft,native_grpo,5000,20000,17.344277543698414,65.79078377571624,97.3496713399464,30.134761291800853,29.511293966488868
